,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,30300000.0,54900000.0,72800000.0,168000000.0
Total Cashflows From Investing Activities,-1303400000.0,-112100000.0,-553500000.0,-608100000.0
Net Borrowings,1265500000.0,-268800000.0,-49000000.0,99000000.0
Total Cash From Financing Activities,698900000.0,-609000000.0,-472900000.0,-360100000.0
Change To Operating Activities,16600000.0,23700000.0,-1300000.0,-45600000.0
Issuance Of Stock,42100000.0,76600000.0,52800000.0,93000000.0
Net Income,743400000.0,568600000.0,615900000.0,785900000.0
Change In Cash,91100000.0,37800000.0,-161000000.0,27400000.0
Repurchase Of Stock,-400000000.0,-200000000.0,-250000000.0,-300000000.0
Effect Of Exchange Rate,14100000.0,-4700000.0,900000.0,5300000.0
Total Cash From Operating Activities,681500000.0,763600000.0,864500000.0,990300000.0
Depreciation,125400000.0,141100000.0,176400000.0,189700000.0
Other Cashflows From Investing Activities,1600000.0,-1900000.0,-4800000.0,-3500000.0
Dividends Paid,-190400000.0,-213300000.0,-224100000.0,-237300000.0
Change To Inventory,-25200000.0,-55100000.0,-33800000.0,-61900000.0
Change To Account Receivables,-9700000.0,-3400000.0,-9200000.0,-13400000.0
Other Cashflows From Financing Activities,-18300000.0,-3500000.0,-2600000.0,-14800000.0
Change To Netincome,-188100000.0,39900000.0,40300000.0,-44600000.0
Capital Expenditures,-45000000.0,-60400000.0,-73700000.0,-98900000.0
