,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,2936000000.0,2657000000.0,6379000000.0,5835000000.0,5288000000.0
Capital Surplus,5352000000.0,5643000000.0,5907000000.0,6162000000.0,6429000000.0
Total Liab,26365000000.0,26652000000.0,34533000000.0,34413000000.0,31955000000.0
Total Stockholder Equity,11563000000.0,9796000000.0,10063000000.0,12867000000.0,15046000000.0
Minority Interest,59000000.0,52000000.0,63000000.0,64000000.0,71000000.0
Other Current Liab,1948000000.0,1852000000.0,2092000000.0,2346000000.0,2090000000.0
Total Assets,37987000000.0,36500000000.0,44659000000.0,47344000000.0,47072000000.0
Common Stock,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0
Other Current Assets,195000000.0,246000000.0,719000000.0,193000000.0,229000000.0
Retained Earnings,39115000000.0,40636000000.0,42135000000.0,43821000000.0,45821000000.0
Other Liab,6503000000.0,5905000000.0,7075000000.0,7774000000.0,6180000000.0
Good Will,10513000000.0,10051000000.0,13444000000.0,13802000000.0,13486000000.0
Treasury Stock,-32913000000.0,-36492000000.0,-37988000000.0,-37125000000.0,-37213000000.0
Other Assets,1224000000.0,1138000000.0,1461000000.0,2226000000.0,2346000000.0
Cash,3053000000.0,2853000000.0,2353000000.0,4634000000.0,4564000000.0
Total Current Liabilities,7687000000.0,7244000000.0,9222000000.0,7948000000.0,9035000000.0
Deferred Long Term Asset Charges,511000000.0,365000000.0,521000000.0,871000000.0,581000000.0
Short Long Term Debt,1103000000.0,759000000.0,1841000000.0,794000000.0,1291000000.0
Other Stockholder Equity,-7026000000.0,-6866000000.0,-8139000000.0,-7721000000.0,-6750000000.0
Property Plant Equipment,8866000000.0,8738000000.0,10191000000.0,10285000000.0,10287000000.0
Total Current Assets,14277000000.0,13709000000.0,12971000000.0,14982000000.0,15403000000.0
Long Term Investments,171000000.0,207000000.0,213000000.0,214000000.0,262000000.0
Net Tangible Assets,-1886000000.0,-2912000000.0,-9760000000.0,-6770000000.0,-3728000000.0
Short Term Investments,1076000000.0,380000000.0,98000000.0,404000000.0,201000000.0
Net Receivables,4982000000.0,5123000000.0,4963000000.0,4830000000.0,4770000000.0
Long Term Debt,12102000000.0,13428000000.0,17518000000.0,17989000000.0,16056000000.0
Inventory,4034000000.0,4366000000.0,4134000000.0,4239000000.0,4985000000.0
Accounts Payable,1945000000.0,2266000000.0,2228000000.0,2561000000.0,2994000000.0
