,2020-06-27,2020-09-26,2020-12-26,2021-04-03,2021-07-03,2021-10-02,2022-01-01
Investments,-700000000.0,-100000000.0,200000000.0,598806000.0,598806000.0,598806000.0,
Change To Liabilities,-59768000.0,95787000.0,-42715000.0,26802000.0,70197000.0,2560000.0,26808000.0
Total Cashflows From Investing Activities,-785155000.0,-172223000.0,140681000.0,-2078921000.0,508828000.0,543532000.0,-98949000.0
Net Borrowings,1786312000.0,-6565000.0,286117000.0,-289202000.0,-3226000.0,1829000.0,-407588000.0
Total Cash From Financing Activities,1562661000.0,-185203000.0,147931000.0,-472511000.0,-174447000.0,-185406000.0,-897811000.0
Change To Operating Activities,-92126000.0,167607000.0,-49882000.0,-274265000.0,-313477000.0,60861000.0,-221946000.0
Issuance Of Stock,8413000.0,8413000.0,53088000.0,8571000.0,20910000.0,5061000.0,6958000.0
Net Income,-285613000.0,256722000.0,347240000.0,89520000.0,324245000.0,464053000.0,517801000.0
Change In Cash,778444000.0,-283638000.0,1368455000.0,-2423379000.0,425392000.0,85020000.0,-26624000.0
Effect Of Exchange Rate,4126000.0,-12208000.0,20595000.0,-43116000.0,10003000.0,-20961000.0,1619000.0
Total Cash From Operating Activities,-3188000.0,85996000.0,1059248000.0,171169000.0,81008000.0,-252145000.0,968517000.0
Depreciation,63026000.0,69163000.0,62298000.0,63328000.0,66619000.0,64467000.0,64509000.0
Other Cashflows From Investing Activities,-2487000.0,-4045000.0,-5755000.0,20000.0,6523000.0,13443000.0,-7672000.0
Dividends Paid,-186746000.0,-186892000.0,-191266000.0,-191880000.0,-192131000.0,-192296000.0,-194767000.0
Change To Inventory,-100129000.0,-15386000.0,382228000.0,47602000.0,-150966000.0,-261092000.0,174773000.0
Change To Account Receivables,372754000.0,-648190000.0,228601000.0,117306000.0,167798000.0,-670473000.0,288031000.0
Change To Netincome,163796000.0,135935000.0,108943000.0,118227000.0,-217523000.0,109263000.0,11775000.0
Capital Expenditures,-69191000.0,-43310000.0,-39945000.0,-46212000.0,-93218000.0,-51364000.0,-69638000.0
Other Cashflows From Financing Activities,-21271000.0,-159000.0,-8000.0,,,,-2415000.0
Repurchase Of Stock,-15634000.0,,,,,,-299999000.0
