,2020-06-27,2020-09-26,2020-12-26,2021-04-03,2021-07-03,2021-10-02
Intangible Assets,1855764000.0,1851093000.0,1862042000.0,3294481000.0,3027886000.0,3018242000.0
Capital Surplus,4010817000.0,3852358000.0,3735896000.0,3777645000.0,3824656000.0,3854687000.0
Total Liab,9566447000.0,9996028000.0,10606167000.0,10697865000.0,10276321000.0,10290606000.0
Total Stockholder Equity,2912598000.0,2945238000.0,3138174000.0,3056164000.0,3274030000.0,3598481000.0
Other Current Liab,150986000.0,226312000.0,308297000.0,384260000.0,183112000.0,133450000.0
Total Assets,12479045000.0,12941266000.0,13744341000.0,13754029000.0,13550351000.0,13889087000.0
Common Stock,97410000.0,97491000.0,97746000.0,97985000.0,98155000.0,98190000.0
Other Current Assets,1075697000.0,958913000.0,942520000.0,1010575000.0,333642000.0,355914000.0
Retained Earnings,-298088000.0,-44953000.0,300495000.0,189534000.0,317105000.0,586438000.0
Other Liab,1136692000.0,1102216000.0,1109937000.0,1541778000.0,1285849000.0,1076546000.0
Good Will,1162606000.0,1173514000.0,1194212000.0,2425427000.0,2427324000.0,2415767000.0
Treasury Stock,-897541000.0,-959658000.0,-995963000.0,-1009000000.0,-965886000.0,-940834000.0
Other Assets,887921000.0,917342000.0,970520000.0,784107000.0,1087832000.0,1093687000.0
Cash,2145111000.0,1877398000.0,3254236000.0,815750000.0,1274926000.0,1360138000.0
Total Current Liabilities,1715463000.0,2084532000.0,2498023000.0,2210477000.0,3071446000.0,3384365000.0
Short Long Term Debt,,,,,,1000000000.0
Other Stockholder Equity,-897541000.0,-959658000.0,-995963000.0,-1009000000.0,-965886000.0,-940834000.0
Property Plant Equipment,2311617000.0,2319111000.0,2432348000.0,2450310000.0,2443171000.0,2391521000.0
Total Current Assets,6261137000.0,6680206000.0,7285219000.0,4785870000.0,4564138000.0,4969870000.0
Net Tangible Assets,-105772000.0,-79369000.0,81920000.0,-2663744000.0,-2181180000.0,-1835528000.0
Net Receivables,937471000.0,1609052000.0,1413077000.0,1298900000.0,1139946000.0,1789104000.0
Long Term Debt,5609792000.0,5679440000.0,5786552000.0,5690861000.0,4726234000.0,4682751000.0
Inventory,1402858000.0,1434843000.0,1075983000.0,1061839000.0,1216818000.0,1464714000.0
Accounts Payable,348932000.0,450109000.0,412324000.0,463208000.0,534803000.0,534365000.0
Short Term Investments,700000000.0,800000000.0,599403000.0,598806000.0,598806000.0,
Deferred Long Term Liab,,,,34607000.0,,
Deferred Long Term Asset Charges,,,,201237000.0,,
Long Term Investments,,,,13834000.0,,
