,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,368400000.0,382800000.0,338200000.0,298500000.0,298000000.0
Capital Surplus,828300000.0,728800000.0,760900000.0,747800000.0,622000000.0
Total Liab,21596600000.0,21265800000.0,23202400000.0,23860600000.0,24302800000.0
Total Stockholder Equity,2615100000.0,2547100000.0,2853900000.0,3084400000.0,3270200000.0
Minority Interest,719500000.0,804100000.0,727100000.0,702200000.0,848800000.0
Other Current Liab,3476500000.0,3246800000.0,3249400000.0,3723000000.0,4027100000.0
Total Assets,24931200000.0,24617000000.0,26783400000.0,27647200000.0,28421800000.0
Common Stock,44600000.0,44600000.0,44600000.0,44600000.0,44600000.0
Other Current Assets,1125200000.0,1241400000.0,1188800000.0,1075000000.0,919200000.0
Retained Earnings,6210600000.0,7016100000.0,7806300000.0,8190600000.0,8998800000.0
Other Liab,1456500000.0,1469800000.0,1322800000.0,1414200000.0,1356400000.0
Good Will,9337500000.0,9384300000.0,9440500000.0,9609700000.0,9738600000.0
Treasury Stock,-4468400000.0,-5242400000.0,-5757900000.0,-5898600000.0,-6395200000.0
Other Assets,298100000.0,307700000.0,251500000.0,255000000.0,204400000.0
Cash,3796000000.0,3652400000.0,4305700000.0,5600500000.0,5316800000.0
Total Current Liabilities,15108900000.0,15270200000.0,15980900000.0,15525100000.0,16226200000.0
Other Stockholder Equity,-963000000.0,-1228500000.0,-1197600000.0,-1213800000.0,-1252300000.0
Property Plant Equipment,690900000.0,694400000.0,2061700000.0,1808600000.0,2195000000.0
Total Current Assets,14116000000.0,13726900000.0,14584700000.0,15590100000.0,15909500000.0
Long Term Investments,120300000.0,120900000.0,106800000.0,85300000.0,76300000.0
Net Tangible Assets,-7090800000.0,-7220000000.0,-6924800000.0,-6823800000.0,-6766400000.0
Net Receivables,8083800000.0,7666100000.0,7829000000.0,7813400000.0,8472500000.0
Long Term Debt,4952300000.0,4436900000.0,4531900000.0,5807300000.0,5685700000.0
Inventory,1110600000.0,1161500000.0,1257600000.0,1101200000.0,1201000000.0
Accounts Payable,11574600000.0,11464300000.0,11768400000.0,11513000000.0,11897200000.0
Short Long Term Debt,,499600000.0,602400000.0,,
Short Term Investments,400000.0,5500000.0,3600000.0,,
