,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,1177000000.0,-8777000000.0,-34916000000.0,-6679000000.0,-14909000000.0,-12429000000.0,-2642000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,7546000000.0,-2118000000.0,-29565000000.0,3119000000.0,-10144000000.0,-12897000000.0,-12134000000.0
Net Borrowings,-30616000000.0,-437000000.0,-689000000.0,-1936000000.0,283000000.0,-460000000.0,-1918000000.0
Total Cash From Financing Activities,-2673000000.0,-2396000000.0,8917000000.0,10178000000.0,1233000000.0,6385000000.0,7795000000.0
Change To Operating Activities,-1791000000.0,3134000000.0,-335000000.0,-2219000000.0,3500000000.0,-891000000.0,-480000000.0
Net Income,955000000.0,1138000000.0,1329000000.0,1477000000.0,1657000000.0,1704000000.0,1602000000.0
Change In Cash,4849000000.0,-4089000000.0,-18240000000.0,13264000000.0,-5575000000.0,-6730000000.0,468000000.0
Total Cash From Operating Activities,-24000000.0,425000000.0,2408000000.0,-33000000.0,3336000000.0,-218000000.0,4807000000.0
Depreciation,420000000.0,388000000.0,401000000.0,345000000.0,342000000.0,354000000.0,343000000.0
Other Cashflows From Investing Activities,1259000000.0,74000000.0,-863000000.0,518000000.0,-361000000.0,-641000000.0,-2620000000.0
Dividends Paid,-658000000.0,-680000000.0,-708000000.0,-722000000.0,-686000000.0,-728000000.0,-716000000.0
Other Cashflows From Financing Activities,26057000000.0,-2187000000.0,10314000000.0,14292000000.0,2711000000.0,7573000000.0,10929000000.0
Change To Netincome,353000000.0,-325000000.0,-159000000.0,526000000.0,-920000000.0,-595000000.0,402000000.0
Capital Expenditures,-122000000.0,-130000000.0,-99000000.0,-99000000.0,-76000000.0,-139000000.0,-128000000.0
Repurchase Of Stock,-506000000.0,-506000000.0,-506000000.0,-506000000.0,-610000000.0,,-500000000.0
