,2020-07-11,2020-10-03,2021-01-02,2021-04-17,2021-04-24,2021-07-17,2021-10-09
Change To Liabilities,3599000.0,215691000.0,109657000.0,0.0,96094000.0,69572000.0,-57273000.0
Total Cashflows From Investing Activities,-56898000.0,-51918000.0,-74949000.0,-70294000.0,-70294000.0,-57422000.0,-61165000.0
Total Cash From Financing Activities,-519135000.0,-384263000.0,-319457000.0,-216689000.0,-216689000.0,-459752000.0,-292297000.0
Change To Operating Activities,112876000.0,-17861000.0,-63503000.0,-75441000.0,-75441000.0,63473000.0,97933000.0
Issuance Of Stock,783000.0,693000.0,1059000.0,869000.0,869000.0,869000.0,868000.0
Net Income,189960000.0,147476000.0,111997000.0,182313000.0,185930000.0,178696000.0,169813000.0
Change In Cash,-138336000.0,-73297000.0,-233213000.0,45241000.0,45241000.0,-70946000.0,-204642000.0
Repurchase Of Stock,-1442000.0,-111127000.0,-321361000.0,-183647000.0,-183647000.0,-395644000.0,-230213000.0
Effect Of Exchange Rate,395000.0,1876000.0,723000.0,2292000.0,2292000.0,1000.0,43000.0
Total Cash From Operating Activities,437302000.0,361008000.0,160470000.0,388079500.0,329932000.0,446227000.0,148777000.0
Depreciation,56642000.0,57690000.0,57170000.0,67655500.0,77253000.0,58058000.0,59426000.0
Dividends Paid,-17424000.0,-17193000.0,-137000.0,-33146000.0,-33146000.0,-64825000.0,-62954000.0
Change To Inventory,172793000.0,-5713000.0,-163630000.0,63883000.0,63883000.0,48069000.0,-20959000.0
Change To Account Receivables,-114358000.0,-99833000.0,95874000.0,-53982000.0,-53982000.0,681000.0,-127304000.0
Other Cashflows From Financing Activities,-1052000.0,-2920000.0,982000.0,104000.0,104000.0,-152000.0,2000.0
Change To Netincome,15790000.0,63558000.0,12905000.0,36195000.0,36195000.0,27678000.0,27141000.0
Capital Expenditures,-57132000.0,-52527000.0,-74944000.0,-64786500.0,-70884000.0,-58689000.0,-61410000.0
Net Borrowings,-500000000.0,-253716000.0,,,,,
