,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,2226000000.0,2195000000.0,2399900000.0,2478800000.0,2447300000.0,2339000000.0,3954000000.0,3877600000.0
Capital Surplus,4051000000.0,4132500000.0,4264400000.0,4404100000.0,5887300000.0,5962300000.0,6143700000.0,6232000000.0
Total Liab,15771700000.0,15996700000.0,16098700000.0,17635000000.0,19463200000.0,18445700000.0,24784900000.0,34118400000.0
Total Stockholder Equity,5488600000.0,5771700000.0,6186200000.0,6731100000.0,8312700000.0,8420200000.0,8508400000.0,8989400000.0
Minority Interest,45900000.0,46500000.0,46500000.0,48400000.0,41300000.0,49900000.0,51700000.0,53700000.0
Other Current Liab,458100000.0,468100000.0,476200000.0,527000000.0,530600000.0,528000000.0,522200000.0,577800000.0
Total Assets,21306200000.0,21814900000.0,22331400000.0,24414500000.0,27817200000.0,26915800000.0,33345000000.0,43161500000.0
Common Stock,191500000.0,192300000.0,193700000.0,195900000.0,206800000.0,207300000.0,208500000.0,210100000.0
Other Current Assets,2723100000.0,2914500000.0,3011700000.0,2900000000.0,3251600000.0,3353500000.0,4193400000.0,5382600000.0
Retained Earnings,2228300000.0,2317300000.0,2371700000.0,2658900000.0,2749100000.0,2873800000.0,2882300000.0,3213000000.0
Other Liab,1234400000.0,1273800000.0,1365900000.0,1437700000.0,1418900000.0,1427900000.0,1918900000.0,1879400000.0
Good Will,5756400000.0,5832200000.0,6127000000.0,6510900000.0,6630300000.0,6627500000.0,8666200000.0,8727700000.0
Treasury Stock,-982200000.0,-870400000.0,-643600000.0,-527800000.0,-530500000.0,-623200000.0,-726100000.0,-665700000.0
Other Assets,1709400000.0,1756400000.0,1833300000.0,1882900000.0,1970000000.0,2006200000.0,2186100000.0,2149600000.0
Cash,349700000.0,629900000.0,664600000.0,526300000.0,3204100000.0,2735100000.0,402600000.0,528600000.0
Total Current Liabilities,9864000000.0,10117200000.0,10135000000.0,11516000000.0,12021300000.0,11659800000.0,16735000000.0,26144800000.0
Deferred Long Term Asset Charges,1012100000.0,1049800000.0,1085800000.0,1087900000.0,1126300000.0,1171400000.0,1228500000.0,1169400000.0
Short Long Term Debt,256500000.0,155300000.0,129500000.0,25800000.0,202000000.0,200300000.0,246300000.0,250000000.0
Other Stockholder Equity,-982200000.0,-870400000.0,-643600000.0,-527800000.0,-530500000.0,-623200000.0,-726100000.0,-665700000.0
Property Plant Equipment,823600000.0,805100000.0,824600000.0,819400000.0,813200000.0,784800000.0,859400000.0,887300000.0
Total Current Assets,10760400000.0,11200300000.0,11124200000.0,12667500000.0,15939300000.0,15138300000.0,17670400000.0,27519300000.0
Net Tangible Assets,-2493800000.0,-2255500000.0,-2340700000.0,-2258600000.0,-764900000.0,-546300000.0,-4111800000.0,-3615900000.0
Net Receivables,7593500000.0,7561700000.0,7335800000.0,9122400000.0,9351500000.0,8923000000.0,12902700000.0,21608100000.0
Long Term Debt,4365400000.0,4313200000.0,4276900000.0,4366300000.0,5720400000.0,5076600000.0,5821700000.0,5760900000.0
Accounts Payable,7950500000.0,7952900000.0,7784600000.0,9205000000.0,9716700000.0,9161700000.0,13845600000.0,23175400000.0
Long Term Investments,30400000.0,25900000.0,22400000.0,55000000.0,17100000.0,20000000.0,8900000.0,
