,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,1644600000.0,1773000000.0,2318700000.0,2399900000.0
Capital Surplus,3388200000.0,3541900000.0,3825700000.0,4264400000.0
Total Liab,10610000000.0,11764300000.0,14419300000.0,16098700000.0
Total Stockholder Equity,4235600000.0,4498900000.0,5155500000.0,6186200000.0
Minority Interest,64100000.0,70800000.0,60000000.0,46500000.0
Other Current Liab,355300000.0,384200000.0,435900000.0,476200000.0
Total Assets,14909700000.0,16334000000.0,19634800000.0,22331400000.0
Common Stock,181000000.0,184000000.0,188100000.0,193700000.0
Other Current Assets,2012600000.0,1721200000.0,2117400000.0,3011700000.0
Retained Earnings,1221800000.0,1558600000.0,1901300000.0,2371700000.0
Other Liab,1187900000.0,979300000.0,1318300000.0,1365900000.0
Good Will,4164800000.0,4625600000.0,5618500000.0,6127000000.0
Treasury Stock,-555400000.0,-785600000.0,-759600000.0,-643600000.0
Other Assets,1418700000.0,1320300000.0,1673800000.0,1833300000.0
Cash,681200000.0,607200000.0,604800000.0,664600000.0
Total Current Liabilities,6730200000.0,7693600000.0,8921000000.0,10135000000.0
Deferred Long Term Asset Charges,851600000.0,806200000.0,945600000.0,1085800000.0
Short Long Term Debt,290000000.0,378000000.0,645000000.0,129500000.0
Other Stockholder Equity,-555400000.0,-785600000.0,-759600000.0,-643600000.0
Property Plant Equipment,412200000.0,436900000.0,860900000.0,824600000.0
Total Current Assets,7269400000.0,8118700000.0,9117500000.0,11124200000.0
Long Term Investments,,59500000.0,45400000.0,22400000.0
Net Tangible Assets,-1573800000.0,-1899700000.0,-2781700000.0,-2340700000.0
Net Receivables,4484100000.0,5682100000.0,6279800000.0,7335800000.0
Long Term Debt,2691900000.0,3091400000.0,3839100000.0,4276900000.0
Accounts Payable,4986000000.0,5740200000.0,6348500000.0,7784600000.0
