,2021-03-28,2021-01-03,2020-09-06,2020-06-14
Intangible Assets,84694000.0,81306000.0,78632000.0,77289000.0
Capital Surplus,6612000.0,5122000.0,34124000.0,32251000.0
Total Liab,4898912000.0,4867573000.0,4832479000.0,4864594000.0
Total Stockholder Equity,-3236080000.0,-3300405000.0,-3211531000.0,-3282906000.0
Other Current Liab,192103000.0,145275000.0,169606000.0,140203000.0
Total Assets,1662832000.0,1567168000.0,1620948000.0,1581688000.0
Common Stock,388000.0,389000.0,394000.0,393000.0
Other Current Assets,338147000.0,365151000.0,304612000.0,351320000.0
Retained Earnings,-3240842000.0,-3303492000.0,-3242627000.0,-3311015000.0
Other Liab,81579000.0,78468000.0,79798000.0,77282000.0
Good Will,15034000.0,15061000.0,15061000.0,15061000.0
Treasury Stock,-2238000.0,-2424000.0,-3422000.0,-4535000.0
Other Assets,37074000.0,35785000.0,78817000.0,77731000.0
Cash,267719000.0,168821000.0,330719000.0,247952000.0
Total Current Liabilities,501835000.0,470819000.0,488525000.0,459868000.0
Deferred Long Term Asset Charges,1698000.0,1904000.0,6030000.0,8214000.0
Other Stockholder Equity,-2238000.0,-2424000.0,-3422000.0,-4535000.0
Property Plant Equipment,517728000.0,525632000.0,491917000.0,484498000.0
Total Current Assets,925802000.0,869384000.0,956521000.0,927109000.0
Long Term Investments,82500000.0,40000000.0,,
Net Tangible Assets,-3335808000.0,-3396772000.0,-3305224000.0,-3375256000.0
Net Receivables,235789000.0,244560000.0,229403000.0,232114000.0
Long Term Debt,4059520000.0,4058318000.0,4025189000.0,4092367000.0
Inventory,63775000.0,66683000.0,65499000.0,66850000.0
Accounts Payable,95042000.0,94499000.0,88188000.0,102896000.0
Short Long Term Debt,,,42000000.0,42000000.0
