,2020-06-14,2020-09-06,2021-01-03,2021-03-28,2021-06-20,2021-09-12,2022-01-02,2022-03-27,2022-06-19,2022-09-11
Change To Liabilities,0.0,0.0,68954000.0,0.0,0.0,0.0,51346000.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-56318000.0,-16858000.0,-37858000.0,-56440000.0,-16430000.0,-17476000.0,-52377000.0,-20636000.0,-19277000.0,-18784000.0
Net Borrowings,46809000.0,-68803000.0,-11215000.0,-704000.0,968157000.0,-13646000.0,-14019000.0,-13861000.0,-13667000.0,106087000.0
Total Cash From Financing Activities,31136000.0,-102662000.0,-292822000.0,-23119000.0,-78104000.0,-126926000.0,-294684000.0,-62096000.0,-104624000.0,-137544000.0
Change To Operating Activities,-1412000.0,38253000.0,18701000.0,13713000.0,-806000.0,56372000.0,-16628000.0,-42625000.0,-57969000.0,46884000.0
Issuance Of Stock,14696000.0,1725000.0,4444000.0,3693000.0,5332000.0,6923000.0,3734000.0,266000.0,260000.0,770000.0
Net Income,118668000.0,99129000.0,151897000.0,117761000.0,116619000.0,120402000.0,155685000.0,90964000.0,102493000.0,100504000.0
Change In Cash,91996000.0,39547000.0,-107767000.0,73453000.0,48171000.0,44540000.0,-177830000.0,-3569000.0,-50284000.0,20435000.0
Repurchase Of Stock,-31000.0,-4757000.0,-225219000.0,-26044000.0,-1000043000.0,-85417000.0,-216218000.0,-48450000.0,-51606000.0,-204374000.0
Effect Of Exchange Rate,708000.0,496000.0,518000.0,161000.0,141000.0,-244000.0,-374000.0,374000.0,-1009000.0,24000.0
Total Cash From Operating Activities,116470000.0,158571000.0,222395000.0,152851000.0,142564000.0,189186000.0,169605000.0,78789000.0,74626000.0,176739000.0
Depreciation,14757000.0,15327000.0,-2078000.0,16465000.0,17176000.0,16578000.0,-1596000.0,18976000.0,18117000.0,18933000.0
Other Cashflows From Investing Activities,-59000.0,568000.0,-416000.0,121000.0,172000.0,13000.0,209000.0,-1368000.0,933000.0,-940000.0
Dividends Paid,-30186000.0,-30827000.0,-60832000.0,-64000.0,-36368000.0,-34786000.0,-68181000.0,-51000.0,-39611000.0,-40027000.0
Change To Netincome,-16827000.0,4584000.0,18541000.0,3709000.0,6340000.0,-5498000.0,-27714000.0,10155000.0,10673000.0,9112000.0
Capital Expenditures,-16265000.0,-17431000.0,-37605000.0,-16561000.0,-16602000.0,-17489000.0,-43520000.0,-12454000.0,-20210000.0,-17844000.0
Change To Inventory,-24959000.0,-24959000.0,-24959000.0,,-9420000.0,-9420000.0,-9420000.0,,,
Change To Account Receivables,-33334000.0,-33334000.0,-33334000.0,,-8107000.0,-8107000.0,-8107000.0,,,
Investments,-40000000.0,-40000000.0,-40000000.0,-40000000.0,-9082000.0,-40000000.0,,,,
Other Cashflows From Financing Activities,-152000.0,-15182000.0,-15182000.0,-15182000.0,-15182000.0,,,,,
