,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,211367000.0,205305000.0,199497000.0,191764000.0,184852000.0,177073000.0,253939000.0,247144000.0,239747000.0
Capital Surplus,429485000.0,412313000.0,429376000.0,445101000.0,459698000.0,421203000.0,441733000.0,459431000.0,471863000.0
Total Liab,2743905000.0,3195786000.0,3092678000.0,3324101000.0,3522676000.0,4621002000.0,4108661000.0,4190782000.0,3759529000.0
Total Stockholder Equity,7353402000.0,8825145000.0,9879940000.0,10609059000.0,11594880000.0,15332378000.0,13667134000.0,10182916000.0,8922597000.0
Other Current Liab,179159000.0,202549000.0,196852000.0,255536000.0,207363000.0,231771000.0,189107000.0,265895000.0,238623000.0
Total Assets,10097307000.0,12020931000.0,12972618000.0,13933160000.0,15117556000.0,19953380000.0,17775795000.0,14373698000.0,12682126000.0
Common Stock,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
Other Current Assets,10809000.0,14169000.0,15019000.0,30485000.0,16896000.0,16073000.0,13449000.0,27086000.0,37750000.0
Retained Earnings,7123093000.0,8428925000.0,9268012000.0,10245426000.0,11159475000.0,15080854000.0,13507241000.0,10137628000.0,9210457000.0
Other Liab,1631674000.0,2024744000.0,2273756000.0,2534982000.0,2760931000.0,3783623000.0,3241271000.0,2175978000.0,1790343000.0
Good Will,291504000.0,291916000.0,291916000.0,291916000.0,291916000.0,291916000.0,347343000.0,345728000.0,347323000.0
Treasury Stock,-199179000.0,-16096000.0,182549000.0,-81471000.0,-24296000.0,-169682000.0,-281843000.0,-414146000.0,-759726000.0
Other Assets,79795000.0,82351000.0,86723000.0,92189000.0,99071000.0,107831000.0,103969000.0,105225000.0,102186000.0
Cash,607584000.0,840325000.0,662205000.0,673470000.0,732836000.0,859902000.0,470783000.0,802316000.0,596584000.0
Total Current Liabilities,926895000.0,986657000.0,631536000.0,609892000.0,587052000.0,649916000.0,680938000.0,648331000.0,613714000.0
Short Long Term Debt,426002000.0,426136000.0,1298000.0,1238000.0,1236000.0,1239000.0,,,-34000.0
Other Stockholder Equity,-61142000.0,83971000.0,282456000.0,68434000.0,125166000.0,-63041000.0,-175553000.0,-307856000.0,-533386000.0
Property Plant Equipment,679018000.0,677601000.0,693507000.0,678936000.0,672234000.0,680839000.0,695750000.0,684196000.0,656471000.0
Total Current Assets,2132584000.0,2323861000.0,2139835000.0,2175317000.0,2289093000.0,2466286000.0,1989088000.0,3303421000.0,3249697000.0
Long Term Investments,6703039000.0,8439897000.0,9561140000.0,10503038000.0,11580390000.0,16229435000.0,14385706000.0,9687984000.0,8086702000.0
Net Tangible Assets,6850531000.0,8327924000.0,9388527000.0,10125379000.0,11118112000.0,14863389000.0,13065852000.0,9590044000.0,8335527000.0
Short Term Investments,424226000.0,314102000.0,328913000.0,346398000.0,428562000.0,477196000.0,399135000.0,1271163000.0,1371075000.0
Net Receivables,369767000.0,403741000.0,420824000.0,409537000.0,401207000.0,419614000.0,425737000.0,470707000.0,456624000.0
Long Term Debt,1133000.0,1141000.0,1258000.0,1000.0,,,14000.0,1186339000.0,1186743000.0
Inventory,628401000.0,640228000.0,622253000.0,605156000.0,598989000.0,588911000.0,572239000.0,605492000.0,657130000.0
Accounts Payable,130905000.0,132994000.0,139451000.0,138494000.0,133457000.0,136398000.0,141941000.0,160651000.0,158259000.0
