,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,3228000000.0,3392000000.0,3223000000.0,2864000000.0,3738000000.0
Capital Surplus,8464000000.0,8469000000.0,8475000000.0,8511000000.0,8539000000.0
Total Liab,412374000000.0,415717000000.0,442943000000.0,500180000000.0,517897000000.0
Total Stockholder Equity,43621000000.0,45045000000.0,45869000000.0,47112000000.0,48547000000.0
Minority Interest,626000000.0,628000000.0,630000000.0,630000000.0,469000000.0
Total Assets,462040000000.0,467374000000.0,495426000000.0,553905000000.0,573284000000.0
Common Stock,21000000.0,21000000.0,21000000.0,21000000.0,21000000.0
Other Current Assets,6892000000.0,5999000000.0,9729000000.0,10089000000.0,7775000000.0
Retained Earnings,54142000000.0,59065000000.0,63186000000.0,64188000000.0,69201000000.0
Other Liab,15012000000.0,13914000000.0,16221000000.0,14823000000.0,17893000000.0
Good Will,9434000000.0,9369000000.0,9655000000.0,9918000000.0,10262000000.0
Treasury Stock,-19006000000.0,-22510000000.0,-25813000000.0,-25608000000.0,-29214000000.0
Other Assets,303438000000.0,308549000000.0,319068000000.0,318605000000.0,344434000000.0
Cash,16405000000.0,18353000000.0,19205000000.0,62507000000.0,28905000000.0
Total Current Liabilities,365103000000.0,360463000000.0,386555000000.0,443134000000.0,467879000000.0
Other Stockholder Equity,-1404000000.0,-2322000000.0,-1373000000.0,322000000.0,-1943000000.0
Property Plant Equipment,2432000000.0,2457000000.0,3702000000.0,3468000000.0,3305000000.0
Total Current Assets,25319000000.0,25592000000.0,30986000000.0,76797000000.0,36724000000.0
Long Term Investments,118189000000.0,118015000000.0,128792000000.0,142253000000.0,174821000000.0
Net Tangible Assets,33604000000.0,35075000000.0,35537000000.0,36540000000.0,37500000000.0
Long Term Debt,32259000000.0,41340000000.0,40167000000.0,41221000000.0,32125000000.0
Inventory,192000000.0,172000000.0,137000000.0,74000000.0,44000000.0
Accounts Payable,347215000000.0,345475000000.0,361916000000.0,429770000000.0,456083000000.0
