,2017-06-30,2018-06-30,2019-06-30,2020-06-30,2021-06-30
Intangible Assets,24187000000.0,23902000000.0,24215000000.0,23792000000.0,23642000000.0
Capital Surplus,63641000000.0,63846000000.0,63827000000.0,64194000000.0,
Total Liab,64628000000.0,65427000000.0,67516000000.0,73822000000.0,72653000000.0
Total Stockholder Equity,54178000000.0,51326000000.0,46266000000.0,45624000000.0,46654000000.0
Minority Interest,594000000.0,590000000.0,385000000.0,357000000.0,
Other Current Liab,2720000000.0,2964000000.0,3132000000.0,4031000000.0,
Total Assets,120406000000.0,118310000000.0,115095000000.0,120700000000.0,119307000000.0
Common Stock,4009000000.0,4009000000.0,4009000000.0,4009000000.0,46654000000.0
Retained Earnings,96124000000.0,98641000000.0,94918000000.0,100239000000.0,
Other Liab,16380000000.0,16327000000.0,17110000000.0,16657000000.0,16422000000.0
Good Will,44699000000.0,45175000000.0,40273000000.0,39901000000.0,40924000000.0
Treasury Stock,-109596000000.0,-115170000000.0,-116488000000.0,-122818000000.0,
Other Assets,5001000000.0,5172000000.0,6694000000.0,7411000000.0,9964000000.0
Cash,5569000000.0,2569000000.0,4239000000.0,16181000000.0,10288000000.0
Total Current Liabilities,30210000000.0,28237000000.0,30011000000.0,32976000000.0,33132000000.0
Short Long Term Debt,1676000000.0,1772000000.0,3388000000.0,2508000000.0,
Other Stockholder Equity,-15881000000.0,-15953000000.0,-16082000000.0,-17245000000.0,
Property Plant Equipment,19893000000.0,20600000000.0,21271000000.0,21542000000.0,21686000000.0
Total Current Assets,26494000000.0,23320000000.0,22473000000.0,27987000000.0,23091000000.0
Long Term Investments,132000000.0,141000000.0,169000000.0,67000000.0,
Net Tangible Assets,-14708000000.0,-17751000000.0,-18222000000.0,-18069000000.0,-17912000000.0
Net Receivables,4594000000.0,4686000000.0,4951000000.0,4178000000.0,4725000000.0
Long Term Debt,18038000000.0,20863000000.0,20362000000.0,23537000000.0,23099000000.0
Inventory,4624000000.0,4738000000.0,5017000000.0,5498000000.0,5983000000.0
Accounts Payable,9632000000.0,10344000000.0,11260000000.0,12071000000.0,13720000000.0
Short Term Investments,9568000000.0,9281000000.0,6048000000.0,,
