,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,-459000000.0,1777000000.0,-2359000000.0,-966000000.0,1457000000.0
Total Cashflows From Investing Activities,-18456000000.0,-17934000000.0,-17581000000.0,-23512000000.0,-67153000000.0
Net Borrowings,7760000000.0,-3781000000.0,-5231000000.0,14269000000.0,22554000000.0
Total Cash From Financing Activities,-6151000000.0,-15377000000.0,-18164000000.0,1325000000.0,8277000000.0
Change To Operating Activities,27000000.0,37000000.0,-2807000000.0,1202000000.0,150000000.0
Net Income,30101000000.0,15528000000.0,19265000000.0,17801000000.0,22065000000.0
Change In Cash,-289000000.0,1028000000.0,1000000.0,19581000000.0,-19337000000.0
Total Cash From Operating Activities,24318000000.0,34339000000.0,35746000000.0,41768000000.0,39539000000.0
Depreciation,16954000000.0,17403000000.0,16682000000.0,16720000000.0,16206000000.0
Other Cashflows From Investing Activities,1640000000.0,383000000.0,1257000000.0,-2674000000.0,672000000.0
Dividends Paid,-9472000000.0,-9772000000.0,-10016000000.0,-10232000000.0,-10445000000.0
Change To Inventory,168000000.0,-324000000.0,-76000000.0,-369000000.0,-905000000.0
Change To Account Receivables,-5674000000.0,-2667000000.0,-1471000000.0,189000000.0,-1592000000.0
Other Cashflows From Financing Activities,-4439000000.0,-1824000000.0,-2917000000.0,-2712000000.0,-3832000000.0
Change To Netincome,-16799000000.0,2585000000.0,6512000000.0,7191000000.0,2158000000.0
Capital Expenditures,-17247000000.0,-16658000000.0,-17939000000.0,-18192000000.0,-20286000000.0
