,2018-03-31,2019-03-30,2020-03-28,2021-04-03
Intangible Assets,4123000.0,178129000.0,321783000.0,255594000.0
Capital Surplus,878672000.0,1005411000.0,1145083000.0,1383494000.0
Total Liab,2700194000.0,2289839000.0,2378285000.0,2632240000.0
Total Stockholder Equity,2360353000.0,2861509000.0,2315049000.0,2886961000.0
Other Current Liab,47713000.0,28718000.0,127607000.0,64214000.0
Total Assets,5060547000.0,5151348000.0,4693334000.0,5519201000.0
Common Stock,2534000.0,2539000.0,2438000.0,2458000.0
Other Current Assets,2922000.0,2802000.0,30000.0,4381000.0
Retained Earnings,1513656000.0,1876969000.0,1187805000.0,1503122000.0
Other Liab,573809000.0,579996000.0,496530000.0,474139000.0
Good Will,162421000.0,340718000.0,619196000.0,620697000.0
Treasury Stock,-34509000.0,-23410000.0,-20277000.0,-2113000.0
Other Assets,337402000.0,283523000.0,311795000.0,387809000.0
Cash,2179328000.0,1544490000.0,1777703000.0,1438528000.0
Total Current Liabilities,911945000.0,475036000.0,1085681000.0,624555000.0
Deferred Long Term Asset Charges,96848000.0,126702000.0,149415000.0,176429000.0
Other Stockholder Equity,-34509000.0,-23410000.0,-20277000.0,-2113000.0
Property Plant Equipment,304117000.0,328929000.0,430393000.0,393345000.0
Total Current Assets,4154588000.0,3891978000.0,2909141000.0,3746262000.0
Long Term Investments,97896000.0,128071000.0,101026000.0,115494000.0
Net Tangible Assets,2193809000.0,2342662000.0,1374070000.0,2010670000.0
Short Term Investments,1268242000.0,1631194000.0,489513000.0,1640371000.0
Net Receivables,382246000.0,335165000.0,273028000.0,285214000.0
Long Term Debt,1214440000.0,1234807000.0,747110000.0,1492688000.0
Inventory,236077000.0,315358000.0,304340000.0,311085000.0
Accounts Payable,98999000.0,117491000.0,102131000.0,116046000.0
Short Long Term Debt,499186000.0,,499260000.0,
