,2020-06-27,2020-09-26,2021-01-02,2021-04-03,2021-07-03
Intangible Assets,190785000.0,181227000.0,182211000.0,255594000.0,179696000.0
Capital Surplus,1194748000.0,1221254000.0,1283023000.0,1383494000.0,1410893000.0
Total Liab,3125110000.0,3123094000.0,3150074000.0,2632240000.0,2732579000.0
Total Stockholder Equity,2319653000.0,2452837000.0,2598891000.0,2886961000.0,3119604000.0
Other Current Liab,54246000.0,38386000.0,30044000.0,64214000.0,92665000.0
Total Assets,5444763000.0,5575931000.0,5748965000.0,5519201000.0,5852183000.0
Common Stock,2432000.0,2450000.0,2451000.0,2458000.0,2459000.0
Retained Earnings,1136710000.0,1237421000.0,1315239000.0,1503122000.0,1709463000.0
Other Liab,541590000.0,497506000.0,503097000.0,474139000.0,483569000.0
Good Will,619196000.0,619413000.0,620697000.0,620697000.0,633200000.0
Treasury Stock,-14237000.0,-8288000.0,-1822000.0,-2113000.0,-3211000.0
Other Assets,555332000.0,553287000.0,578640000.0,387809000.0,660852000.0
Cash,1227376000.0,1170776000.0,1125566000.0,1438528000.0,1426919000.0
Total Current Liabilities,1047236000.0,1090571000.0,1114092000.0,624555000.0,714896000.0
Other Stockholder Equity,-14237000.0,-8288000.0,-1822000.0,-2113000.0,-3211000.0
Property Plant Equipment,414787000.0,408489000.0,400168000.0,393345000.0,392026000.0
Total Current Assets,3664663000.0,3813515000.0,3967249000.0,3746262000.0,3986409000.0
Net Tangible Assets,1509672000.0,1652197000.0,1795983000.0,2010670000.0,2306708000.0
Short Term Investments,1771959000.0,1925160000.0,2198859000.0,1640371000.0,1962712000.0
Net Receivables,305180000.0,362497000.0,269605000.0,285214000.0,233887000.0
Long Term Debt,1491752000.0,1492066000.0,1492377000.0,1492688000.0,1492999000.0
Inventory,292213000.0,282048000.0,300107000.0,311085000.0,287043000.0
Accounts Payable,102518000.0,106021000.0,110075000.0,116046000.0,135437000.0
Other Current Assets,,,,4381000.0,
Deferred Long Term Asset Charges,,,,176429000.0,
Long Term Investments,,,,115494000.0,
Short Long Term Debt,499461000.0,499662000.0,499865000.0,,
