,2021-04-03,2021-01-02,2020-09-26,2020-06-27
Investments,574176000.0,-272939000.0,-152486000.0,-1359143000.0
Change To Liabilities,9827000.0,9416000.0,-4368000.0,1333000.0
Total Cashflows From Investing Activities,557159000.0,-289962000.0,-173735000.0,-1380884000.0
Net Borrowings,-500000000.0,-500000000.0,4000.0,744423000.0
Total Cash From Financing Activities,-484227000.0,-115385000.0,-130448000.0,585086000.0
Change To Operating Activities,-38517000.0,-1343000.0,54577000.0,4679000.0
Issuance Of Stock,35472000.0,2000.0,20113000.0,1000.0
Net Income,187883000.0,170972000.0,193816000.0,93836000.0
Change In Cash,312962000.0,-45210000.0,-56600000.0,-550327000.0
Repurchase Of Stock,-6072000.0,-4562000.0,-50185000.0,-56922000.0
Total Cash From Operating Activities,240030000.0,360137000.0,247583000.0,245471000.0
Depreciation,46190000.0,47951000.0,45565000.0,46808000.0
Other Cashflows From Investing Activities,-4153000.0,-3911000.0,-5918000.0,-6280000.0
Change To Inventory,-10978000.0,-18060000.0,10165000.0,12127000.0
Change To Account Receivables,-15609000.0,92891000.0,-57316000.0,-32152000.0
Other Cashflows From Financing Activities,-13627000.0,-17670000.0,-7275000.0,-10002000.0
Change To Netincome,54142000.0,58077000.0,58212000.0,44044000.0
Capital Expenditures,-12864000.0,-6009000.0,-15331000.0,-15461000.0
Dividends Paid,,-93155000.0,-93105000.0,-92414000.0
