,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,,,,,,451000000.0,175000000.0,453000000.0,180000000.0
Total Liab,26741000000.0,26716000000.0,26683000000.0,26532000000.0,26581000000.0,26957000000.0,27031000000.0,27257000000.0,27225000000.0
Total Stockholder Equity,12150000000.0,12713000000.0,13101000000.0,13151000000.0,13426000000.0,13163000000.0,13490000000.0,13184000000.0,13131000000.0
Minority Interest,13000000.0,14000000.0,9000000.0,9000000.0,8000000.0,9000000.0,10000000.0,11000000.0,10000000.0
Other Current Liab,574000000.0,362000000.0,210000000.0,409000000.0,422000000.0,450000000.0,314000000.0,579000000.0,409000000.0
Total Assets,38904000000.0,39443000000.0,39793000000.0,39692000000.0,40015000000.0,40129000000.0,40531000000.0,40452000000.0,40366000000.0
Common Stock,765000000.0,765000000.0,763000000.0,757000000.0,2254000000.0,2218000000.0,2202000000.0,2174000000.0,2141000000.0
Other Current Assets,91000000.0,96000000.0,96000000.0,93000000.0,102000000.0,89000000.0,70000000.0,97000000.0,104000000.0
Retained Earnings,11676000000.0,12166000000.0,12527000000.0,12476000000.0,11723000000.0,11455000000.0,11630000000.0,11284000000.0,10794000000.0
Other Liab,7785000000.0,7826000000.0,7905000000.0,7973000000.0,7951000000.0,8025000000.0,8135000000.0,8187000000.0,8313000000.0
Good Will,,,,,,,276000000.0,,377000000.0
Treasury Stock,-291000000.0,-218000000.0,-189000000.0,-82000000.0,-551000000.0,-510000000.0,-342000000.0,-274000000.0,196000000.0
Other Assets,408000000.0,341000000.0,272000000.0,357000000.0,353000000.0,284000000.0,414000000.0,500000000.0,478000000.0
Cash,2391000000.0,2898000000.0,3129000000.0,2955000000.0,2986000000.0,2179000000.0,2239000000.0,1936000000.0,724000000.0
Total Current Liabilities,2347000000.0,2294000000.0,2019000000.0,1800000000.0,1951000000.0,2268000000.0,2233000000.0,2575000000.0,2393000000.0
Short Long Term Debt,378000000.0,371000000.0,401000000.0,41000000.0,122000000.0,211000000.0,181000000.0,317000000.0,236000000.0
Other Stockholder Equity,-291000000.0,-218000000.0,-189000000.0,-82000000.0,-551000000.0,-510000000.0,-342000000.0,-274000000.0,196000000.0
Property Plant Equipment,32773000000.0,32881000000.0,32916000000.0,32870000000.0,32948000000.0,33322000000.0,33516000000.0,33480000000.0,34133000000.0
Total Current Assets,3791000000.0,4228000000.0,4441000000.0,4305000000.0,4573000000.0,3897000000.0,3873000000.0,3757000000.0,2784000000.0
Long Term Investments,1932000000.0,1993000000.0,2164000000.0,2160000000.0,2141000000.0,2175000000.0,2277000000.0,2262000000.0,2414000000.0
Net Tangible Assets,12150000000.0,12713000000.0,13101000000.0,13151000000.0,13426000000.0,12712000000.0,13039000000.0,12731000000.0,12574000000.0
Short Term Investments,203000000.0,1000000.0,2000000.0,2000000.0,4000000.0,,77000000.0,96000000.0,88000000.0
Net Receivables,860000000.0,980000000.0,912000000.0,957000000.0,1192000000.0,1326000000.0,1148000000.0,1277000000.0,1489000000.0
Long Term Debt,16128000000.0,16121000000.0,16301000000.0,16306000000.0,16229000000.0,16182000000.0,16138000000.0,16019000000.0,16046000000.0
Inventory,246000000.0,253000000.0,302000000.0,298000000.0,289000000.0,303000000.0,339000000.0,351000000.0,379000000.0
Accounts Payable,960000000.0,1042000000.0,809000000.0,859000000.0,879000000.0,972000000.0,963000000.0,1050000000.0,1055000000.0
