,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
Change To Liabilities,-99000000.0,79000000.0,-14000000.0,53000000.0,20000000.0,59000000.0,-4000000.0,82000000.0,-21000000.0,-61000000.0
Total Cashflows From Investing Activities,-147000000.0,-190000000.0,-456000000.0,-297000000.0,-230000000.0,-936000000.0,-414000000.0,-368000000.0,-651000000.0,-625000000.0
Net Borrowings,-227000000.0,-18000000.0,-360000000.0,-360000000.0,-30000000.0,-30000000.0,-36000000.0,-6000000.0,-87000000.0,1915000000.0
Total Cash From Financing Activities,-463000000.0,-247000000.0,-448000000.0,-1109000000.0,-906000000.0,-1291000000.0,-806000000.0,-1234000000.0,-1792000000.0,487000000.0
Change To Operating Activities,7000000.0,82000000.0,-29000000.0,-65000000.0,41000000.0,94000000.0,44000000.0,-110000000.0,32000000.0,78000000.0
Net Income,499000000.0,736000000.0,760000000.0,706000000.0,1173000000.0,968000000.0,934000000.0,859000000.0,1178000000.0,1111000000.0
Change In Cash,396000000.0,507000000.0,231000000.0,-174000000.0,31000000.0,-807000000.0,60000000.0,-303000000.0,-1212000000.0,1587000000.0
Repurchase Of Stock,-39000000.0,-48000000.0,-203000000.0,-551000000.0,-701000000.0,-1064000000.0,-570000000.0,-1016000000.0,-1499000000.0,-1195000000.0
Total Cash From Operating Activities,1006000000.0,944000000.0,1135000000.0,1232000000.0,1167000000.0,1420000000.0,1280000000.0,1299000000.0,1231000000.0,1725000000.0
Depreciation,344000000.0,348000000.0,347000000.0,345000000.0,348000000.0,367000000.0,360000000.0,360000000.0,369000000.0,378000000.0
Other Cashflows From Investing Activities,-22000000.0,10000000.0,-45000000.0,8000000.0,-9000000.0,1000000.0,-4000000.0,-26000000.0,7000000.0,-6000000.0
Dividends Paid,-199000000.0,-199000000.0,-198000000.0,-213000000.0,-212000000.0,-208000000.0,-206000000.0,-218000000.0,-215000000.0,-212000000.0
Change To Account Receivables,147000000.0,-108000000.0,71000000.0,-64000000.0,-63000000.0,-26000000.0,12000000.0,-131000000.0,-67000000.0,198000000.0
Other Cashflows From Financing Activities,2000000.0,18000000.0,-47000000.0,15000000.0,7000000.0,11000000.0,6000000.0,6000000.0,9000000.0,-21000000.0
Change To Netincome,-3000000.0,47000000.0,59000000.0,65000000.0,-341000000.0,-35000000.0,36000000.0,14000000.0,-78000000.0,64000000.0
Capital Expenditures,-420000000.0,-408000000.0,-417000000.0,-306000000.0,-448000000.0,-466000000.0,-571000000.0,-331000000.0,-480000000.0,-626000000.0
Investments,285000000.0,202000000.0,1000000.0,1000000.0,2000000.0,2000000.0,-73000000.0,-19000000.0,9000000.0,
