,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,411000000.0,-231000000.0,-730000000.0,998000000.0,-70000000.0
Change To Liabilities,41000000.0,104000000.0,98000000.0,-20000000.0,128000000.0
Total Cashflows From Investing Activities,-1495000000.0,-1684000000.0,-2102000000.0,-649000000.0,-1877000000.0
Net Borrowings,517000000.0,2981000000.0,1482000000.0,255000000.0,-426000000.0
Total Cash From Financing Activities,-2179000000.0,-2500000000.0,-2648000000.0,-1443000000.0,-4112000000.0
Change To Operating Activities,44000000.0,54000000.0,-28000000.0,-100000000.0,114000000.0
Net Income,5471000000.0,3309000000.0,3331000000.0,2765000000.0,3781000000.0
Change In Cash,-202000000.0,457000000.0,100000000.0,2171000000.0,-890000000.0
Repurchase Of Stock,-1970000000.0,-4671000000.0,-3373000000.0,-867000000.0,-2886000000.0
Total Cash From Operating Activities,3472000000.0,4641000000.0,4850000000.0,4263000000.0,5099000000.0
Depreciation,1315000000.0,1331000000.0,1349000000.0,1383000000.0,1420000000.0
Other Cashflows From Investing Activities,37000000.0,-27000000.0,31000000.0,-77000000.0,-4000000.0
Dividends Paid,-708000000.0,-751000000.0,-763000000.0,-797000000.0,-839000000.0
Change To Account Receivables,-70000000.0,-46000000.0,45000000.0,83000000.0,-141000000.0
Other Cashflows From Financing Activities,-18000000.0,-59000000.0,6000000.0,-34000000.0,39000000.0
Change To Netincome,-3349000000.0,-7000000.0,53000000.0,113000000.0,-275000000.0
Capital Expenditures,-2040000000.0,-1745000000.0,-1657000000.0,-1626000000.0,-1791000000.0
