,2020-07-03,2020-10-02,2021-01-01,2021-04-02,2021-07-02
Change To Liabilities,-402000000.0,100000000.0,283000000.0,24000000.0,131000000.0
Total Cashflows From Investing Activities,903000000.0,-47000000.0,-47000000.0,-61000000.0,1368000000.0
Net Borrowings,-250000000.0,-2000000.0,-22000000.0,-5000000.0,-5000000.0
Total Cash From Financing Activities,-430000000.0,-1331000000.0,-739000000.0,-900000000.0,-1037000000.0
Change To Operating Activities,88000000.0,149000000.0,2000000.0,-175000000.0,82000000.0
Issuance Of Stock,5000000.0,2000000.0,17000000.0,10000000.0,28000000.0
Net Income,283000000.0,426000000.0,193000000.0,468000000.0,413000000.0
Change In Cash,1284000000.0,-606000000.0,-65000000.0,-300000000.0,1053000000.0
Repurchase Of Stock,-1152000000.0,-1152000000.0,-442000000.0,-700000000.0,-850000000.0
Effect Of Exchange Rate,9000000.0,15000000.0,23000000.0,2000000.0,2000000.0
Total Cash From Operating Activities,802000000.0,757000000.0,698000000.0,661000000.0,720000000.0
Depreciation,285000000.0,253000000.0,264000000.0,251000000.0,233000000.0
Other Cashflows From Investing Activities,-2000000.0,-2000000.0,-2000000.0,3000000.0,-2000000.0
Dividends Paid,-184000000.0,-179000000.0,-179000000.0,-209000000.0,-207000000.0
Change To Inventory,135000000.0,-36000000.0,-79000000.0,61000000.0,-15000000.0
Change To Account Receivables,258000000.0,-117000000.0,-233000000.0,-59000000.0,-317000000.0
Other Cashflows From Financing Activities,-1000000.0,-113000000.0,-113000000.0,-1000000.0,-3000000.0
Change To Netincome,83000000.0,-12000000.0,293000000.0,19000000.0,-44000000.0
Capital Expenditures,-60000000.0,-86000000.0,-174000000.0,-64000000.0,-64000000.0
