,2018-06-29,2019-06-28,2020-01-03,2021-01-01,2021-12-31
Change To Liabilities,163000000.0,40000000.0,-296000000.0,187000000.0,608000000.0
Total Cashflows From Investing Activities,-141000000.0,-159000000.0,2640000000.0,751000000.0,1394000000.0
Net Borrowings,-271000000.0,-281000000.0,-218000000.0,-30000000.0,-7000000.0
Total Cash From Financing Activities,-805000000.0,-781000000.0,-3942000000.0,-3112000000.0,-4413000000.0
Change To Operating Activities,-36000000.0,-59000000.0,-312000000.0,62000000.0,-1000000.0
Issuance Of Stock,34000000.0,50000000.0,218000000.0,56000000.0,97000000.0
Net Income,699000000.0,949000000.0,1644000000.0,1119000000.0,1846000000.0
Change In Cash,-196000000.0,242000000.0,588000000.0,452000000.0,-335000000.0
Repurchase Of Stock,-289000000.0,-224000000.0,-3172000000.0,-2294000000.0,-3680000000.0
Effect Of Exchange Rate,-1000000.0,-3000000.0,12000000.0,23000000.0,-3000000.0
Total Cash From Operating Activities,751000000.0,1185000000.0,1878000000.0,2790000000.0,2687000000.0
Depreciation,259000000.0,258000000.0,884000000.0,1032000000.0,967000000.0
Other Cashflows From Investing Activities,-5000000.0,2000000.0,-12000000.0,-12000000.0,-10000000.0
Dividends Paid,-272000000.0,-325000000.0,-674000000.0,-725000000.0,-817000000.0
Change To Inventory,-19000000.0,-1000000.0,316000000.0,60000000.0,-68000000.0
Change To Account Receivables,-177000000.0,-34000000.0,178000000.0,-366000000.0,-603000000.0
Other Cashflows From Financing Activities,-7000000.0,-1000000.0,-96000000.0,-119000000.0,-6000000.0
Change To Netincome,-21000000.0,55000000.0,-630000000.0,635000000.0,-252000000.0
Capital Expenditures,-136000000.0,-161000000.0,-346000000.0,-368000000.0,-342000000.0
