,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,202131000.0,199151000.0,196785000.0,298645000.0,293719000.0,288593000.0,307450000.0,305079000.0,298362000.0
Capital Surplus,792689000.0,799701000.0,805140000.0,810954000.0,815535000.0,820272000.0,825974000.0,831503000.0,837690000.0
Total Liab,2229554000.0,2323469000.0,2531874000.0,2825725000.0,2951480000.0,3047990000.0,3155377000.0,3271613000.0,3329168000.0
Total Stockholder Equity,450093000.0,443067000.0,282675000.0,202643000.0,191424000.0,159171000.0,171421000.0,84570000.0,7262000.0
Other Current Liab,234644000.0,260841000.0,261799000.0,293303000.0,319610000.0,328666000.0,336420000.0,366722000.0,391989000.0
Total Assets,2679647000.0,2766536000.0,2814549000.0,3028368000.0,3142904000.0,3207161000.0,3326798000.0,3356183000.0,3336430000.0
Common Stock,448000.0,448000.0,448000.0,448000.0,448000.0,448000.0,448000.0,448000.0,448000.0
Other Current Assets,72356000.0,78528000.0,71230000.0,77795000.0,80009000.0,77731000.0,108916000.0,128567000.0,125338000.0
Retained Earnings,4720523000.0,4882287000.0,5095596000.0,5244387000.0,5429085000.0,5631965000.0,5859272000.0,6030873000.0,6242943000.0
Other Liab,376555000.0,387177000.0,335041000.0,422862000.0,411106000.0,406846000.0,339363000.0,417368000.0,389129000.0
Good Will,537624000.0,541722000.0,550270000.0,640687000.0,642186000.0,639184000.0,648622000.0,650118000.0,643449000.0
Treasury Stock,-5063567000.0,-5239369000.0,-5618509000.0,-5853146000.0,-6053644000.0,-6293514000.0,-6514273000.0,-6778254000.0,-7073819000.0
Other Assets,206691000.0,221333000.0,113098000.0,228662000.0,243876000.0,249347000.0,183504000.0,303628000.0,309062000.0
Cash,127277000.0,153686000.0,94254000.0,106654000.0,142252000.0,183672000.0,98564000.0,116949000.0,109449000.0
Total Current Liabilities,702829000.0,764081000.0,840327000.0,841809000.0,938369000.0,1001561000.0,1146538000.0,1087413000.0,1118581000.0
Deferred Long Term Asset Charges,35777000.0,37115000.0,41836000.0,39240000.0,41240000.0,39272000.0,39496000.0,38920000.0,36999000.0
Short Long Term Debt,53983000.0,55210000.0,50317000.0,54469000.0,54467000.0,54425000.0,101134000.0,105262000.0,106574000.0
Other Stockholder Equity,-345605000.0,-327273000.0,-334925000.0,-311744000.0,-302592000.0,-297852000.0,-255224000.0,-250874000.0,-282365000.0
Property Plant Equipment,743393000.0,758010000.0,897492000.0,780166000.0,790512000.0,783813000.0,917864000.0,787472000.0,760856000.0
Total Current Assets,989808000.0,1046320000.0,1056904000.0,1080208000.0,1172611000.0,1246224000.0,1269358000.0,1309886000.0,1324701000.0
Net Tangible Assets,-289662000.0,-297806000.0,-464380000.0,-736689000.0,-744481000.0,-768606000.0,-784651000.0,-870627000.0,-934549000.0
Net Receivables,490429000.0,521777000.0,593809000.0,574418000.0,600191000.0,603364000.0,647335000.0,617880000.0,626593000.0
Long Term Debt,1150170000.0,1172211000.0,1286676000.0,1561054000.0,1602005000.0,1639583000.0,1581160000.0,1766832000.0,1821458000.0
Inventory,299746000.0,292329000.0,297611000.0,321341000.0,350159000.0,381457000.0,414543000.0,446490000.0,463321000.0
Accounts Payable,155901000.0,146646000.0,175801000.0,189289000.0,210811000.0,219294000.0,272911000.0,259352000.0,267523000.0
