,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Change To Liabilities,-13086000.0,-12738000.0,23071000.0,15543000.0,18502000.0,10125000.0,49803000.0,-15396000.0,20052000.0
Total Cashflows From Investing Activities,-16134000.0,-19458000.0,-30315000.0,-191453000.0,-34592000.0,-25180000.0,-62883000.0,-7112000.0,-33541000.0
Net Borrowings,-372976000.0,9196000.0,88002000.0,304845000.0,33998000.0,50301000.0,2829000.0,205558000.0,81696000.0
Total Cash From Financing Activities,-362361000.0,-182359000.0,-286472000.0,46680000.0,-177291000.0,-195693000.0,-264245000.0,-64485000.0,-188844000.0
Change To Operating Activities,481000.0,38278000.0,39567000.0,-30277000.0,40869000.0,51688000.0,13640000.0,-101623000.0,1828000.0
Issuance Of Stock,10615000.0,8444000.0,525000.0,5049000.0,2784000.0,7081000.0,5549000.0,5289000.0,12421000.0
Net Income,126562000.0,161767000.0,216295000.0,149663000.0,184763000.0,203688000.0,230871000.0,174001000.0,212070000.0
Change In Cash,-196308000.0,26409000.0,-59432000.0,12400000.0,35598000.0,41420000.0,-85108000.0,18385000.0,-7500000.0
Repurchase Of Stock,-199999000.0,-199999000.0,-374999000.0,-262500000.0,-212499000.0,-252499000.0,-272500000.0,-275000000.0,-274999000.0
Effect Of Exchange Rate,-1050000.0,3148000.0,6486000.0,-1704000.0,1946000.0,-1014000.0,914000.0,-855000.0,-4271000.0
Total Cash From Operating Activities,183237000.0,225078000.0,250869000.0,158877000.0,245535000.0,263307000.0,241106000.0,90837000.0,219156000.0
Depreciation,14183000.0,14643000.0,15052000.0,15027000.0,17536000.0,17018000.0,18076000.0,18784000.0,18112000.0
Other Cashflows From Investing Activities,727000.0,-140000.0,4691000.0,18226000.0,-14622000.0,4955000.0,2123000.0,21743000.0,10642000.0
Change To Inventory,-5407000.0,14660000.0,7585000.0,-28029000.0,-24765000.0,-34774000.0,-31150000.0,-37643000.0,-32710000.0
Change To Account Receivables,31175000.0,-21997000.0,-53579000.0,12232000.0,-21783000.0,-9602000.0,-47315000.0,23293000.0,-27528000.0
Other Cashflows From Financing Activities,-714000.0,-714000.0,-714000.0,-714000.0,-1574000.0,-576000.0,-123000.0,-332000.0,-7962000.0
Change To Netincome,3571000.0,2010000.0,-2754000.0,-493000.0,2226000.0,6088000.0,19567000.0,3413000.0,2550000.0
Capital Expenditures,-18254000.0,-20339000.0,-35066000.0,-24605000.0,-22758000.0,-22433000.0,-37784000.0,-19151000.0,-43240000.0
