,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,11885000.0,33671000.0,-12221000.0,-17803000.0
Total Cashflows From Investing Activities,-217344000.0,-138944000.0,-99083000.0,-100360000.0
Net Borrowings,59023000.0,64291000.0,258297000.0,5171000.0
Total Cash From Financing Activities,-319530000.0,-388022000.0,-477368000.0,-743908000.0
Change To Operating Activities,8721000.0,-25950000.0,-5720000.0,31832000.0
Issuance Of Stock,28649000.0,24600000.0,47581000.0,26719000.0
Net Income,375972000.0,512611000.0,561109000.0,602739000.0
Change In Cash,-9987000.0,29423000.0,29675000.0,-113531000.0
Repurchase Of Stock,-399997000.0,-474999000.0,-774999000.0,-774998000.0
Effect Of Exchange Rate,10562000.0,-8616000.0,2676000.0,6038000.0
Total Cash From Operating Activities,516325000.0,565005000.0,603450000.0,724699000.0
Depreciation,45129000.0,51691000.0,54281000.0,58009000.0
Other Cashflows From Investing Activities,6554000.0,1119000.0,-1160000.0,-4730000.0
Change To Inventory,-13680000.0,-21195000.0,-4603000.0,-3836000.0
Change To Account Receivables,-38985000.0,-19540000.0,-31408000.0,-4495000.0
Other Cashflows From Financing Activities,-7205000.0,-1914000.0,-8247000.0,-800000.0
Change To Netincome,82668000.0,2245000.0,13788000.0,3504000.0
Capital Expenditures,-127426000.0,-142726000.0,-97341000.0,-92494000.0
