Date,Open,High,Low,Close,Adj Close,Volume
2004-07-01-00-00-00,5.1,5.152857,5.055714,5.135714,5.135714,23076200
2004-07-02-00-00-00,4.97,4.97,4.557143,4.615714,4.615714,33603500
2004-07-06-00-00-00,4.521429,4.85,4.4885720000000005,4.788571,4.788571,15732500
2004-07-07-00-00-00,4.7942860000000005,4.981429,4.678571,4.764286,4.764286,13262900
2004-07-08-00-00-00,4.641427999999999,4.771429,4.538571,4.558571,4.558571,15152200
2004-07-09-00-00-00,4.62,4.775714,4.614286,4.775714,4.775714,6634600
2004-07-12-00-00-00,4.7614279999999995,4.777143,4.572857,4.654286,4.654286,7228900
2004-07-13-00-00-00,4.675714,4.7614279999999995,4.537143,4.548572,4.548572,10508400
2004-07-14-00-00-00,4.53,4.698571,4.357143,4.58,4.58,9524900
2004-07-15-00-00-00,4.607143,4.707143,4.532857,4.571429,4.571429,31448200
2004-07-16-00-00-00,3.834286,3.871428,3.265714,3.288571,3.288571,183836100
2004-07-19-00-00-00,3.128572,3.16,2.844286,2.881428,2.881428,84028000
2004-07-20-00-00-00,2.958571,3.17,2.885714,3.08,3.08,36590400
2004-07-21-00-00-00,3.057143,3.071429,2.845714,2.857143,2.857143,18435900
2004-07-22-00-00-00,2.818571,2.938571,2.801429,2.891428,2.891428,17718400
2004-07-23-00-00-00,2.8771430000000002,2.928571,2.835714,2.895714,2.895714,14597100
2004-07-26-00-00-00,2.881428,2.89,2.642857,2.722857,2.722857,19457200
2004-07-27-00-00-00,2.741429,2.927143,2.734286,2.908571,2.908571,14307300
2004-07-28-00-00-00,2.932857,2.934286,2.751429,2.89,2.89,10969700
2004-07-29-00-00-00,2.92,2.957143,2.822857,2.9,2.9,7385000
2004-07-30-00-00-00,2.87,2.957143,2.867143,2.928571,2.928571,5053300
