,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
Investments,417000000.0,578000000.0,-2978000000.0,-262000000.0,-922000000.0,-758000000.0,-758000000.0,-653000000.0,-456000000.0,-1167000000.0
Change To Liabilities,566000000.0,-2255000000.0,1130000000.0,80000000.0,744000000.0,0.0,208000000.0,1038000000.0,-922000000.0,2534000000.0
Total Cashflows From Investing Activities,240000000.0,332000000.0,-4255000000.0,-607000000.0,-1835000000.0,-857000000.0,-857000000.0,-2401000000.0,-744000000.0,3000000.0
Net Borrowings,-471000000.0,1000000.0,7000000.0,22000000.0,1814000000.0,-3000000.0,-3000000.0,-426000000.0,-143000000.0,-276000000.0
Total Cash From Financing Activities,-460000000.0,4000000.0,-123000000.0,-73000000.0,1670000000.0,-235000000.0,-235000000.0,-498000000.0,-486000000.0,-1481000000.0
Change To Operating Activities,674000000.0,1040000000.0,-240000000.0,541000000.0,1962000000.0,294000000.0,294000000.0,1869000000.0,1033000000.0,90000000.0
Net Income,1206000000.0,568000000.0,-12000000.0,699000000.0,-535000000.0,584000000.0,599000000.0,849000000.0,-172000000.0,738000000.0
Change In Cash,3498000000.0,-611000000.0,-1387000000.0,-653000000.0,3330000000.0,-420000000.0,-420000000.0,-1715000000.0,2082000000.0,1634000000.0
Repurchase Of Stock,-3000000.0,-9000000.0,-56000000.0,-29000000.0,-20000000.0,-248000000.0,-248000000.0,-71000000.0,-349000000.0,-1243000000.0
Effect Of Exchange Rate,4000000.0,5000000.0,10000000.0,-16000000.0,8000000.0,-3000000.0,-3000000.0,33000000.0,-42000000.0,-28000000.0
Total Cash From Operating Activities,3714000000.0,-952000000.0,2981000000.0,43000000.0,3487000000.0,675000000.0,675000000.0,1151000000.0,3354000000.0,3332000000.0
Depreciation,330000000.0,298000000.0,343000000.0,361000000.0,737000000.0,378000000.0,378000000.0,390000000.0,397000000.0,391000000.0
Change To Account Receivables,1023000000.0,-481000000.0,1588000000.0,-1891000000.0,168000000.0,-730000000.0,-730000000.0,-3099000000.0,1811000000.0,14000000.0
Other Cashflows From Financing Activities,14000000.0,12000000.0,-74000000.0,-66000000.0,-124000000.0,16000000.0,16000000.0,-1000000.0,6000000.0,38000000.0
Change To Netincome,-85000000.0,-122000000.0,172000000.0,253000000.0,-173000000.0,-74000000.0,-74000000.0,104000000.0,1207000000.0,-435000000.0
Capital Expenditures,-235000000.0,-251000000.0,-206000000.0,-187000000.0,-475000000.0,-248000000.0,-248000000.0,-242000000.0,-282000000.0,-247000000.0
Other Cashflows From Investing Activities,5000000.0,5000000.0,-22000000.0,19000000.0,19000000.0,19000000.0,19000000.0,-2000000.0,2000000.0,
