,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,8702000000.0,8130000000.0,8388000000.0,8235000000.0,8069000000.0,8143000000.0,7824000000.0,8138000000.0
Capital Surplus,19333000000.0,19390000000.0,19459000000.0,19500000000.0,19545000000.0,19594000000.0,19672000000.0,19830000000.0
Total Liab,43142000000.0,42485000000.0,42757000000.0,43749000000.0,45411000000.0,51069000000.0,51353000000.0,55471000000.0
Total Stockholder Equity,25056000000.0,25725000000.0,25773000000.0,26342000000.0,25911000000.0,26466000000.0,26795000000.0,27169000000.0
Minority Interest,149000000.0,154000000.0,189000000.0,194000000.0,217000000.0,208000000.0,227000000.0,261000000.0
Other Current Liab,448000000.0,582000000.0,523000000.0,574000000.0,446000000.0,371000000.0,434000000.0,526000000.0
Total Assets,68347000000.0,68364000000.0,68719000000.0,70285000000.0,71539000000.0,77743000000.0,78375000000.0,82901000000.0
Common Stock,,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Other Current Assets,2144000000.0,1931000000.0,1340000000.0,1575000000.0,1701000000.0,1623000000.0,1625000000.0,2048000000.0
Retained Earnings,6236000000.0,6804000000.0,6792000000.0,7491000000.0,6956000000.0,7540000000.0,8139000000.0,8988000000.0
Other Liab,3687000000.0,2914000000.0,3156000000.0,3408000000.0,3909000000.0,3773000000.0,3398000000.0,3619000000.0
Good Will,17434000000.0,17964000000.0,18652000000.0,18788000000.0,18805000000.0,19699000000.0,19771000000.0,20903000000.0
Treasury Stock,-513000000.0,-469000000.0,-479000000.0,-650000000.0,-591000000.0,-669000000.0,-1017000000.0,-1650000000.0
Other Assets,1704000000.0,1379000000.0,1348000000.0,1416000000.0,1520000000.0,1345000000.0,1283000000.0,1548000000.0
Cash,12798000000.0,12198000000.0,10800000000.0,9627000000.0,11018000000.0,13423000000.0,13118000000.0,11237000000.0
Total Current Liabilities,21918000000.0,21795000000.0,21585000000.0,22279000000.0,23642000000.0,25042000000.0,25765000000.0,29685000000.0
Short Long Term Debt,106000000.0,89000000.0,97000000.0,62000000.0,253000000.0,245000000.0,267000000.0,292000000.0
Other Stockholder Equity,245000000.0,293000000.0,337000000.0,176000000.0,239000000.0,176000000.0,77000000.0,-485000000.0
Property Plant Equipment,3454000000.0,3757000000.0,4085000000.0,4161000000.0,4209000000.0,6939000000.0,6957000000.0,7073000000.0
Total Current Assets,26822000000.0,27275000000.0,23393000000.0,24440000000.0,25464000000.0,28056000000.0,28497000000.0,31110000000.0
Long Term Investments,10231000000.0,9859000000.0,12853000000.0,13245000000.0,13472000000.0,13561000000.0,14043000000.0,14129000000.0
Net Tangible Assets,-1080000000.0,-369000000.0,-1267000000.0,-681000000.0,-963000000.0,-1376000000.0,-800000000.0,-1872000000.0
Short Term Investments,1558000000.0,1497000000.0,1580000000.0,1662000000.0,1566000000.0,1517000000.0,1539000000.0,1668000000.0
Net Receivables,10322000000.0,11649000000.0,9673000000.0,11576000000.0,11179000000.0,11493000000.0,12215000000.0,16157000000.0
Long Term Debt,16569000000.0,16600000000.0,16529000000.0,16539000000.0,16356000000.0,18099000000.0,18078000000.0,18122000000.0
Accounts Payable,21160000000.0,20926000000.0,20761000000.0,21439000000.0,22743000000.0,24226000000.0,24860000000.0,28657000000.0
