,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Change To Liabilities,22964000.0,-24172000.0,341000.0,24465000.0,42093000.0,-47553000.0,1262000.0
Total Cashflows From Investing Activities,-311361000.0,-302982000.0,-322315000.0,-348069000.0,-301499000.0,-312744000.0,-424617000.0
Net Borrowings,167786000.0,160961000.0,108775000.0,195750000.0,289950000.0,67299000.0,317000000.0
Total Cash From Financing Activities,69581000.0,75158000.0,6011000.0,103291000.0,188105000.0,-23877000.0,209397000.0
Change To Operating Activities,-62890000.0,-63195000.0,-13827000.0,-93810000.0,-32644000.0,-136124000.0,-30430000.0
Net Income,193585000.0,346372000.0,-19391000.0,35641000.0,215697000.0,339798000.0,27584000.0
Change In Cash,-56376000.0,175163000.0,-121958000.0,-42766000.0,-3056000.0,11542000.0,-15719000.0
Repurchase Of Stock,-524000.0,-738000.0,-738000.0,-738000.0,-2827000.0,-2827000.0,-2827000.0
Total Cash From Operating Activities,185404000.0,402987000.0,194346000.0,202012000.0,110338000.0,348163000.0,199501000.0
Depreciation,170005000.0,172569000.0,170511000.0,176409000.0,174127000.0,181805000.0,186800000.0
Other Cashflows From Investing Activities,30347000.0,-4240000.0,38259000.0,20700000.0,21073000.0,17812000.0,48013000.0
Dividends Paid,-86309000.0,-86358000.0,-91653000.0,-91721000.0,-91779000.0,-91829000.0,-94149000.0
Change To Inventory,4850000.0,-3452000.0,4780000.0,-4801000.0,-26648000.0,-15295000.0,13874000.0
Change To Account Receivables,-115952000.0,-110528000.0,143951000.0,60708000.0,-193567000.0,-36059000.0,94576000.0
Other Cashflows From Financing Activities,-11372000.0,-11371000.0,-11371000.0,-10628000.0,-10628000.0,-10627000.0,-10627000.0
Change To Netincome,12610000.0,2725000.0,-29965000.0,-56813000.0,-49613000.0,-23243000.0,-20586000.0
Capital Expenditures,-341708000.0,-298742000.0,-360574000.0,-368769000.0,-322572000.0,-330556000.0,-472630000.0
Issuance Of Stock,555000.0,555000.0,260000.0,562000.0,562000.0,653000.0,
