,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,113379000.0,118078000.0,166585000.0,150706000.0,162484000.0,152121000.0,177693000.0,191096000.0
Capital Surplus,719102000.0,694132000.0,597073000.0,603172000.0,523038000.0,525009000.0,540321000.0,595403000.0
Total Liab,15729337000.0,13989398000.0,14091736000.0,14864893000.0,14921274000.0,14881772000.0,14750508000.0,14677930000.0
Total Stockholder Equity,2153915000.0,1574757000.0,1383566000.0,1248106000.0,1277780000.0,1149437000.0,755508000.0,843771000.0
Minority Interest,1421839000.0,1482517000.0,1513214000.0,1534269000.0,1611257000.0,1602731000.0,1615472000.0,1565309000.0
Other Current Liab,963615000.0,879792000.0,694718000.0,875020000.0,849140000.0,737389000.0,632879000.0,837023000.0
Total Assets,19305091000.0,17046672000.0,16988516000.0,17647268000.0,17810311000.0,17633940000.0,17121488000.0,17087010000.0
Common Stock,126000.0,126000.0,110000.0,110000.0,111000.0,111000.0,97000.0,97000.0
Other Current Assets,106809000.0,106823000.0,176832000.0,176835000.0,162846000.0,92867000.0,93060000.0,93079000.0
Retained Earnings,1872933000.0,2031607000.0,852537000.0,1089940000.0,1383760000.0,1643514000.0,354337000.0,516459000.0
Other Liab,850531000.0,913062000.0,959660000.0,981093000.0,1009648000.0,1031129000.0,950112000.0,947957000.0
Good Will,6790606000.0,6868377000.0,6919109000.0,6891209000.0,6943665000.0,6940667000.0,7046241000.0,7072903000.0
Treasury Stock,-438246000.0,-1151108000.0,-66154000.0,-445116000.0,-629129000.0,-1019197000.0,-139247000.0,-268188000.0
Other Assets,88234000.0,93604000.0,76830000.0,81358000.0,89058000.0,95514000.0,124474000.0,118157000.0
Cash,2928910000.0,710514000.0,324958000.0,884205000.0,1043632000.0,1045742000.0,461900000.0,327502000.0
Total Current Liabilities,4274563000.0,2499241000.0,2476143000.0,2314724000.0,2386040000.0,2363053000.0,2398533000.0,2420447000.0
Short Long Term Debt,1906560000.0,163787000.0,133502000.0,168191000.0,184435000.0,166818000.0,142049000.0,185728000.0
Other Stockholder Equity,-135107000.0,-122530000.0,-66154000.0,-122783000.0,-65899000.0,-119750000.0,-139247000.0,-34870000.0
Property Plant Equipment,6244538000.0,6252082000.0,6384913000.0,6358734000.0,6350920000.0,6323384000.0,6304759000.0,6223477000.0
Total Current Assets,5779830000.0,3429675000.0,3148724000.0,3866681000.0,3978586000.0,3839538000.0,3167723000.0,3128714000.0
Long Term Investments,288504000.0,284856000.0,292355000.0,298580000.0,285598000.0,282716000.0,300598000.0,352663000.0
Net Tangible Assets,-4750070000.0,-5411698000.0,-5702128000.0,-5793809000.0,-5828369000.0,-5943351000.0,-6468426000.0,-6420228000.0
Short Term Investments,154115000.0,19360000.0,20101000.0,11060000.0,36701000.0,26690000.0,22310000.0,19407000.0
Net Receivables,2428828000.0,2428212000.0,2438821000.0,2604494000.0,2550678000.0,2491083000.0,2410508000.0,2501743000.0
Long Term Debt,7618164000.0,7591934000.0,7678010000.0,8540441000.0,8496728000.0,8470543000.0,8467003000.0,8395538000.0
Inventory,97902000.0,106254000.0,111625000.0,116322000.0,115369000.0,114096000.0,107428000.0,107722000.0
Accounts Payable,357283000.0,388504000.0,434253000.0,348105000.0,376264000.0,387712000.0,402049000.0,433137000.0
Deferred Long Term Asset Charges,,,,,,,22909000.0,
