,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-928000000.0,-1286000000.0,588000000.0,-1312000000.0
Change To Liabilities,696000000.0,332000000.0,1343000000.0,1346000000.0
Total Cashflows From Investing Activities,-1703000000.0,-26378000000.0,-734000000.0,2976000000.0
Net Borrowings,98000000.0,24212000000.0,-5175000000.0,-4736000000.0
Total Cash From Financing Activities,-2651000000.0,23515000000.0,-7187000000.0,-8533000000.0
Change To Operating Activities,374000000.0,-481000000.0,423000000.0,4252000000.0
Issuance Of Stock,131000000.0,68000000.0,224000000.0,376000000.0
Net Income,2237000000.0,2637000000.0,5104000000.0,8458000000.0
Change In Cash,-213000000.0,883000000.0,813000000.0,4834000000.0
Repurchase Of Stock,-2725000000.0,-342000000.0,-1987000000.0,-4042000000.0
Effect Of Exchange Rate,55000000.0,-24000000.0,-8000000.0,41000000.0
Total Cash From Operating Activities,4086000000.0,3770000000.0,9485000000.0,10350000000.0
Depreciation,250000000.0,356000000.0,2767000000.0,1803000000.0
Other Cashflows From Investing Activities,-1703000000.0,-12000000.0,-11000000.0,23000000.0
Change To Inventory,-72000000.0,-107000000.0,149000000.0,-504000000.0
Change To Account Receivables,-233000000.0,705000000.0,-713000000.0,-1496000000.0
Other Cashflows From Financing Activities,-155000000.0,-423000000.0,-249000000.0,-131000000.0
Change To Netincome,518000000.0,-11000000.0,-472000000.0,-4508000000.0
Capital Expenditures,-471000000.0,-528000000.0,-1050000000.0,-1094000000.0
