,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,38833000000.0,38653000000.0,41577000000.0,38143000000.0,38404000000.0,37982000000.0,34779000000.0,34433000000.0,34018000000.0
Capital Surplus,28699000000.0,28777000000.0,28975000000.0,29254000000.0,29403000000.0,29077000000.0,29574000000.0,29736000000.0,29930000000.0
Total Liab,112223000000.0,111946000000.0,105065000000.0,103867000000.0,105440000000.0,106768000000.0,107705000000.0,106446000000.0,106663000000.0
Total Stockholder Equity,47366000000.0,48032000000.0,50321000000.0,48149000000.0,48709000000.0,47415000000.0,47112000000.0,46087000000.0,45892000000.0
Minority Interest,39000000.0,66000000.0,65000000.0,65000000.0,58000000.0,68000000.0,72000000.0,77000000.0,75000000.0
Other Current Liab,7365000000.0,7316000000.0,1738000000.0,1861000000.0,1511000000.0,1494000000.0,7774000000.0,7505000000.0,6939000000.0
Total Assets,159628000000.0,160044000000.0,155451000000.0,152081000000.0,154207000000.0,154251000000.0,154889000000.0,152610000000.0,152630000000.0
Common Stock,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0
Other Current Assets,11099000000.0,11744000000.0,930000000.0,1065000000.0,1381000000.0,1360000000.0,11340000000.0,10735000000.0,10176000000.0
Retained Earnings,23052000000.0,24440000000.0,28575000000.0,29389000000.0,30513000000.0,31803000000.0,32593000000.0,33420000000.0,34626000000.0
Other Liab,37788000000.0,38062000000.0,39007000000.0,38349000000.0,38674000000.0,38359000000.0,32572000000.0,31364000000.0,30070000000.0
Good Will,44590000000.0,44685000000.0,44648000000.0,44635000000.0,46063000000.0,46056000000.0,45811000000.0,45804000000.0,45810000000.0
Treasury Stock,-4389000000.0,-5189000000.0,-7233000000.0,-10498000000.0,-11211000000.0,-13469000000.0,-15059000000.0,-17073000000.0,-18668000000.0
Other Assets,15506000000.0,15526000000.0,19191000000.0,18971000000.0,19313000000.0,19235000000.0,15557000000.0,15170000000.0,14552000000.0
Cash,7185000000.0,5344000000.0,10182000000.0,6505000000.0,3821000000.0,3483000000.0,5081000000.0,4424000000.0,4421000000.0
Total Current Liabilities,42179000000.0,43886000000.0,36022000000.0,33470000000.0,34711000000.0,36340000000.0,43572000000.0,43662000000.0,45218000000.0
Short Long Term Debt,2898000000.0,1150000000.0,,,,,,80000000.0,80000000.0
Other Stockholder Equity,-788000000.0,-541000000.0,-861000000.0,-1231000000.0,-1077000000.0,-1153000000.0,-884000000.0,-1492000000.0,-2080000000.0
Property Plant Equipment,4799000000.0,4733000000.0,1744000000.0,4648000000.0,4586000000.0,4589000000.0,4170000000.0,4117000000.0,4104000000.0
Total Current Assets,34880000000.0,34557000000.0,27786000000.0,25494000000.0,24959000000.0,25447000000.0,36134000000.0,35393000000.0,37422000000.0
Long Term Investments,21020000000.0,21890000000.0,20505000000.0,20190000000.0,20882000000.0,20942000000.0,18438000000.0,17693000000.0,16724000000.0
Net Tangible Assets,-33015000000.0,-32145000000.0,-32519000000.0,-31278000000.0,-32361000000.0,-33256000000.0,-32801000000.0,-33431000000.0,-33194000000.0
Short Term Investments,1190000000.0,1324000000.0,1318000000.0,1417000000.0,1253000000.0,1334000000.0,920000000.0,731000000.0,754000000.0
Net Receivables,12694000000.0,13488000000.0,12191000000.0,13588000000.0,15462000000.0,16250000000.0,15071000000.0,16003000000.0,18290000000.0
Long Term Debt,31731000000.0,29497000000.0,29509000000.0,31533000000.0,31575000000.0,31579000000.0,31097000000.0,30976000000.0,30949000000.0
Inventory,2712000000.0,2657000000.0,3165000000.0,2919000000.0,3042000000.0,3020000000.0,3722000000.0,3500000000.0,3781000000.0
Accounts Payable,22329000000.0,23089000000.0,23648000000.0,24584000000.0,25456000000.0,25787000000.0,27282000000.0,27540000000.0,29228000000.0
