,2020-06-27,2020-09-26,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31,2022-04-02,2022-07-02
Investments,-16261000.0,-5915000.0,13392000.0,-119501000.0,-77716000.0,72403000.0,61450000.0,20600000.0,20600000.0
Change To Liabilities,41632000.0,6502000.0,72897000.0,59290000.0,-2987000.0,10818000.0,16834000.0,21966000.0,15864000.0
Total Cashflows From Investing Activities,-62160000.0,-34226000.0,-37533000.0,-159004000.0,-122102000.0,32678000.0,16798000.0,-26395000.0,-26395000.0
Net Borrowings,-200000000.0,-125000000.0,-215000000.0,350000000.0,-100000000.0,10000000.0,-100000000.0,40000000.0,40000000.0
Total Cash From Financing Activities,-192284000.0,-108602000.0,-172534000.0,188775000.0,-236966000.0,-135716000.0,-254368000.0,-82770000.0,-82770000.0
Change To Operating Activities,-42701000.0,-31966000.0,-37900000.0,-8862000.0,-55974000.0,-8241000.0,4727000.0,-13251000.0,-54957000.0
Issuance Of Stock,2996000.0,13682000.0,37612000.0,16295000.0,28741000.0,9964000.0,643000.0,18082000.0,18082000.0
Net Income,122929000.0,126769000.0,218311000.0,148127000.0,167292000.0,161185000.0,216239000.0,0.0,164864000.0
Change In Cash,-51025000.0,35898000.0,61761000.0,247088000.0,-223727000.0,64646000.0,-23468000.0,-61173000.0,-61173000.0
Repurchase Of Stock,-71000.0,-56000.0,-56000.0,-173305000.0,-168202000.0,-151188000.0,-156235000.0,-151808000.0,-151808000.0
Effect Of Exchange Rate,4608000.0,6147000.0,4346000.0,-1087000.0,-7699000.0,-208000.0,-3836000.0,-8911000.0,-8911000.0
Total Cash From Operating Activities,198811000.0,172579000.0,267482000.0,218404000.0,143040000.0,167892000.0,217938000.0,56903000.0,56903000.0
Depreciation,31015000.0,30888000.0,34270000.0,31356000.0,33387000.0,33183000.0,33754000.0,34227000.0,34227000.0
Change To Inventory,2310000.0,18950000.0,27079000.0,-30544000.0,-20329000.0,-43005000.0,26628000.0,-26832000.0,-38238000.0
Change To Account Receivables,32952000.0,9977000.0,-59488000.0,7945000.0,11040000.0,4487000.0,-85920000.0,-907000.0,-56470000.0
Other Cashflows From Financing Activities,4791000.0,2772000.0,4910000.0,-4215000.0,2495000.0,-4492000.0,1224000.0,10956000.0,10956000.0
Change To Netincome,10674000.0,11459000.0,12313000.0,11092000.0,10611000.0,9465000.0,5676000.0,24489000.0,-8387000.0
Capital Expenditures,-45899000.0,-28311000.0,-47044000.0,-39503000.0,-37386000.0,-39725000.0,-44652000.0,-46995000.0,-46995000.0
