,2020-08-01,2020-10-31,2021-01-30,2021-05-01,2021-07-31,2021-10-30
Total Liab,21907833000.0,25998744000.0,24980871000.0,24162220000.0,22377062000.0,23626212000.0
Total Stockholder Equity,4660569000.0,5566756000.0,5832684000.0,6139214000.0,6406384000.0,6444774000.0
Other Current Liab,69015000.0,81883000.0,2491344000.0,308173000.0,52663000.0,150945000.0
Total Assets,26568402000.0,31565500000.0,30813555000.0,30301434000.0,28783446000.0,30070986000.0
Common Stock,1199061000.0,1200631000.0,1204698000.0,1206387000.0,1202981000.0,1194261000.0
Other Current Assets,1403000.0,9111000.0,9029000.0,24181000.0,50432000.0,41988000.0
Retained Earnings,4115917000.0,4982573000.0,4973542000.0,5192536000.0,5663492000.0,5831720000.0
Other Liab,940023000.0,938504000.0,1101066000.0,1067166000.0,1076298000.0,1082590000.0
Good Will,97131000.0,96733000.0,98998000.0,99324000.0,97972000.0,98604000.0
Treasury Stock,-722941000.0,-742861000.0,-606071000.0,-581184000.0,-577692000.0,-581207000.0
Other Assets,589359000.0,597291000.0,627678000.0,996609000.0,1005840000.0,1087188000.0
Cash,6620411000.0,10581993000.0,10469570000.0,8775485000.0,7106016000.0,6791596000.0
Total Current Liabilities,7647251000.0,11817194000.0,10803668000.0,9906961000.0,10042058000.0,11328733000.0
Deferred Long Term Asset Charges,48600000.0,56132000.0,127191000.0,135765000.0,127483000.0,193583000.0
Other Stockholder Equity,-722941000.0,-742861000.0,-606071000.0,-581184000.0,-577692000.0,-581207000.0
Property Plant Equipment,14164265000.0,14033470000.0,14026094000.0,14189452000.0,14290604000.0,14309084000.0
Total Current Assets,11517947000.0,16653906000.0,15739337000.0,15016049000.0,13389030000.0,14576110000.0
Net Tangible Assets,4563438000.0,5470023000.0,5608238000.0,6039890000.0,6308412000.0,6346170000.0
Net Receivables,749853000.0,649380000.0,497401000.0,685388000.0,737337000.0,701809000.0
Long Term Debt,5445325000.0,5447208000.0,5332921000.0,5334864000.0,3352892000.0,3353866000.0
Inventory,3744062000.0,4997506000.0,4337389000.0,5114643000.0,5086631000.0,6633328000.0
Accounts Payable,2422140000.0,6142547000.0,4823397000.0,4433295000.0,4413316000.0,5443007000.0
Capital Surplus,68532000.0,126413000.0,260515000.0,321475000.0,117603000.0,
Intangible Assets,,,125448000.0,,,
Short Long Term Debt,749209000.0,749446000.0,749684000.0,,,
Long Term Investments,199700000.0,184100000.0,196000000.0,,,
