,2020-08-01,2020-10-31,2021-01-30,2021-05-01,2021-07-31,2021-10-30,2022-01-29,2022-04-30,2022-07-30
Investments,1670000.0,-1666000.0,-2000.0,388000.0,1795000.0,-2266000.0,-1509000.0,-10121000.0,233000.0
Change To Liabilities,1327241000.0,3704622000.0,-1353077000.0,-410244000.0,-15030000.0,1037208000.0,-950025000.0,-52817000.0,-258521000.0
Total Cashflows From Investing Activities,-97715000.0,-125360000.0,-134419000.0,-224905000.0,-217856000.0,-272864000.0,-330761000.0,-324472000.0,-378911000.0
Total Cash From Financing Activities,-977990000.0,28189000.0,-312446000.0,-1053102000.0,-2810342000.0,-1025089000.0,-1311225000.0,-931090000.0,-1013797000.0
Change To Operating Activities,874721000.0,400927000.0,3827000.0,-25851000.0,416980000.0,81221000.0,89968000.0,-601802000.0,165212000.0
Issuance Of Stock,22088000.0,28189000.0,123468000.0,36539000.0,25971000.0,83883000.0,83046000.0,18055000.0,31927000.0
Net Income,-214220000.0,866656000.0,325523000.0,533930000.0,785681000.0,1023000000.0,940204000.0,587473000.0,809340000.0
Change In Cash,2332576000.0,3961582000.0,-112423000.0,-1694085000.0,-1669469000.0,-314420000.0,-564831000.0,-1931697000.0,-763856000.0
Repurchase Of Stock,-78000.0,-7466000.0,-7466000.0,-24426000.0,-297151000.0,-796300000.0,-1083969000.0,-639660000.0,-699996000.0
Effect Of Exchange Rate,51023000.0,-21232000.0,49313000.0,16649000.0,-20877000.0,-16521000.0,-33397000.0,-41659000.0,-11861000.0
Total Cash From Operating Activities,3357258000.0,4079985000.0,285129000.0,-432727000.0,1379606000.0,1000054000.0,1110552000.0,-634476000.0,640713000.0
Depreciation,220065000.0,218972000.0,212261000.0,215379000.0,215182000.0,217049000.0,220392000.0,219605000.0,218128000.0
Dividends Paid,-6000.0,-6000.0,-6000.0,-315215000.0,-313644000.0,-312672000.0,-310302000.0,-309485000.0,-345728000.0
Change To Inventory,1247639000.0,-1246489000.0,723633000.0,-750553000.0,17518000.0,-1554291000.0,629573000.0,-1085340000.0,-121421000.0
Change To Account Receivables,-266460000.0,-20563000.0,5513000.0,-156999000.0,2649000.0,-1204000.0,94102000.0,-65740000.0,17982000.0
Change To Netincome,4217000.0,-9501000.0,185403000.0,-14180000.0,252677000.0,70813000.0,70929000.0,225994000.0,68346000.0
Capital Expenditures,-99385000.0,-123694000.0,-134417000.0,-225293000.0,-219651000.0,-270598000.0,-329252000.0,-314351000.0,-379144000.0
Net Borrowings,-1000000000.0,-419937000.0,-419937000.0,-750000000.0,-2225518000.0,,,,
Other Cashflows From Financing Activities,-8505000.0,-8505000.0,-8505000.0,-25600000.0,,,,,
