,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Net Income,-96000000.0,36000000.0,106000000.0,80000000.0,74000000.0,27000000.0,77000000.0,0.0
Change To Liabilities,-188000000.0,0.0,58000000.0,26000000.0,22000000.0,15000000.0,81000000.0,0.0
Investments,,,5000000.0,5000000.0,5000000.0,1000000.0,1000000.0,
Total Cashflows From Investing Activities,33000000.0,119000000.0,119000000.0,3000000.0,91000000.0,50000000.0,-37000000.0,
Net Borrowings,-845000000.0,-9000000.0,-9000000.0,-363000000.0,-476000000.0,48000000.0,-56000000.0,
Total Cash From Financing Activities,-1422000000.0,-30000000.0,-30000000.0,-368000000.0,-700000000.0,-106000000.0,-270000000.0,
Change To Operating Activities,-59000000.0,-142000000.0,-142000000.0,-114000000.0,-58000000.0,-44000000.0,-51000000.0,
Issuance Of Stock,3000000.0,3000000.0,3000000.0,8000000.0,7000000.0,2000000.0,5000000.0,
Change In Cash,-1358000000.0,243000000.0,243000000.0,-372000000.0,-523000000.0,10000000.0,-4000000.0,
Repurchase Of Stock,-22000000.0,-22000000.0,-22000000.0,-200000000.0,-200000000.0,-25000000.0,-205000000.0,
Total Cash From Operating Activities,31000000.0,151000000.0,151000000.0,-6000000.0,85000000.0,67000000.0,303000000.0,
Depreciation,74000000.0,126000000.0,126000000.0,68000000.0,67000000.0,68000000.0,67000000.0,
Other Cashflows From Investing Activities,179000000.0,52000000.0,52000000.0,58000000.0,114000000.0,97000000.0,-1000000.0,
Dividends Paid,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-10000000.0,-8000000.0,
Change To Inventory,116000000.0,116000000.0,116000000.0,20000000.0,-1000000.0,30000000.0,11000000.0,
Change To Account Receivables,140000000.0,-121000000.0,-121000000.0,-144000000.0,-87000000.0,-151000000.0,45000000.0,
Other Cashflows From Financing Activities,-577000000.0,-1000000.0,-1000000.0,-13000000.0,-30000000.0,-121000000.0,-6000000.0,
Change To Netincome,154000000.0,-49000000.0,-49000000.0,46000000.0,56000000.0,161000000.0,99000000.0,
Capital Expenditures,-32000000.0,-47000000.0,-47000000.0,-55000000.0,-36000000.0,-47000000.0,-61000000.0,
Effect Of Exchange Rate,3000000.0,3000000.0,3000000.0,-1000000.0,1000000.0,-1000000.0,,
