,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,348000000.0,399000000.0,1850000000.0,-497000000.0
Change To Liabilities,0.0,81000000.0,0.0,0.0
Total Cashflows From Investing Activities,265000000.0,214000000.0,1711000000.0,-637000000.0
Net Borrowings,-724000000.0,-724000000.0,-932000000.0,-68000000.0
Total Cash From Financing Activities,-1169000000.0,-549000000.0,-1773000000.0,-209000000.0
Change To Operating Activities,-105000000.0,-83000000.0,-109000000.0,44000000.0
Net Income,641000000.0,845000000.0,664000000.0,746000000.0
Change In Cash,127000000.0,475000000.0,94000000.0,126000000.0
Repurchase Of Stock,-324000000.0,-471000000.0,-728000000.0,-76000000.0
Effect Of Exchange Rate,-11000000.0,52000000.0,51000000.0,8000000.0
Total Cash From Operating Activities,1042000000.0,758000000.0,105000000.0,964000000.0
Depreciation,140000000.0,138000000.0,152000000.0,172000000.0
Dividends Paid,-122000000.0,-110000000.0,-111000000.0,-112000000.0
Other Cashflows From Financing Activities,1000000.0,-3000000.0,-7000000.0,2000000.0
Change To Netincome,366000000.0,-256000000.0,-602000000.0,2000000.0
Capital Expenditures,-83000000.0,-168000000.0,-130000000.0,-98000000.0
Issuance Of Stock,,35000000.0,5000000.0,45000000.0
Other Cashflows From Investing Activities,,-17000000.0,-51000000.0,-51000000.0
Change To Account Receivables,,8000000.0,8000000.0,8000000.0
