,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,69000000.0,92000000.0,39000000.0,12000000.0
Capital Surplus,15293000000.0,15716000000.0,16126000000.0,16497000000.0
Total Liab,17937000000.0,16538000000.0,15304000000.0,15749000000.0
Total Stockholder Equity,8049000000.0,6281000000.0,2870000000.0,3561000000.0
Other Current Liab,1743000000.0,1941000000.0,2007000000.0,2477000000.0
Total Assets,25986000000.0,22819000000.0,18174000000.0,19310000000.0
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Assets,523000000.0,829000000.0,775000000.0,2013000000.0
Retained Earnings,13929000000.0,16459000000.0,17754000000.0,22961000000.0
Other Liab,5144000000.0,4389000000.0,4039000000.0,3621000000.0
Good Will,4773000000.0,5160000000.0,4533000000.0,4675000000.0
Treasury Stock,-21175000000.0,-25896000000.0,-31012000000.0,-35899000000.0
Other Assets,5470000000.0,5066000000.0,5578000000.0,4720000000.0
Cash,2120000000.0,2202000000.0,901000000.0,1428000000.0
Total Current Liabilities,3559000000.0,4454000000.0,4066000000.0,4002000000.0
Deferred Long Term Asset Charges,5199000000.0,4792000000.0,3980000000.0,3537000000.0
Short Long Term Debt,750000000.0,1549000000.0,999000000.0,1000000.0
Other Stockholder Equity,717000000.0,498000000.0,384000000.0,616000000.0
Property Plant Equipment,1597000000.0,1597000000.0,2043000000.0,1867000000.0
Total Current Assets,7744000000.0,7126000000.0,4706000000.0,7190000000.0
Long Term Investments,6333000000.0,3778000000.0,1275000000.0,846000000.0
Net Tangible Assets,3207000000.0,1029000000.0,-1702000000.0,-1126000000.0
Short Term Investments,3743000000.0,2713000000.0,1850000000.0,2398000000.0
Net Receivables,1358000000.0,1382000000.0,1180000000.0,1351000000.0
Long Term Debt,9234000000.0,7695000000.0,6722000000.0,7741000000.0
Accounts Payable,330000000.0,286000000.0,229000000.0,332000000.0
