,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-593000000.0,3815000000.0,3422000000.0,242000000.0,-3277000000.0
Change To Liabilities,27000000.0,-2000000.0,-12000000.0,49000000.0,-8000000.0
Total Cashflows From Investing Activities,-1295000000.0,2894000000.0,2787000000.0,3794000000.0,3663000000.0
Net Borrowings,1032000000.0,-750000000.0,-1550000000.0,-6000000.0,1322000000.0
Total Cash From Financing Activities,-1784000000.0,-5398000000.0,-7091000000.0,-5692000000.0,-6532000000.0
Change To Operating Activities,77000000.0,-412000000.0,-25000000.0,-327000000.0,-306000000.0
Issuance Of Stock,120000000.0,109000000.0,106000000.0,90000000.0,93000000.0
Net Income,-1017000000.0,2530000000.0,1786000000.0,5667000000.0,13608000000.0
Change In Cash,305000000.0,79000000.0,-1223000000.0,598000000.0,-188000000.0
Repurchase Of Stock,-2965000000.0,-4727000000.0,-5175000000.0,-5312000000.0,-7291000000.0
Effect Of Exchange Rate,238000000.0,-75000000.0,-33000000.0,77000000.0,24000000.0
Total Cash From Operating Activities,3146000000.0,2658000000.0,3114000000.0,2419000000.0,2657000000.0
Depreciation,676000000.0,635000000.0,600000000.0,583000000.0,502000000.0
Other Cashflows From Investing Activities,-2000000.0,4000000.0,-127000000.0,4015000000.0,5059000000.0
Dividends Paid,-473000000.0,-473000000.0,-473000000.0,-447000000.0,-466000000.0
Change To Account Receivables,-195000000.0,-76000000.0,-93000000.0,31000000.0,195000000.0
Other Cashflows From Financing Activities,29000000.0,-30000000.0,1000000.0,-17000000.0,-190000000.0
Change To Netincome,2369000000.0,-4000000.0,948000000.0,-3611000000.0,-11319000000.0
Capital Expenditures,-666000000.0,-623000000.0,-508000000.0,-463000000.0,-444000000.0
