,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,2883519000.0,2860613000.0,2893906000.0,2812361000.0,2712985000.0,2635436000.0,2442166000.0
Capital Surplus,19292311000.0,20566645000.0,20626897000.0,20700282000.0,20844834000.0,21010202000.0,21075863000.0
Total Liab,16139405000.0,16995581000.0,17587944000.0,17157070000.0,17945483000.0,18040367000.0,17845778000.0
Total Stockholder Equity,15550107000.0,16718905000.0,16766757000.0,16672797000.0,16725966000.0,16542427000.0,17272878000.0
Minority Interest,738706000.0,769907000.0,770650000.0,761684000.0,748081000.0,533162000.0,519214000.0
Deferred Long Term Liab,302156000.0,295881000.0,272292000.0,282406000.0,274593000.0,262466000.0,314909000.0
Other Current Liab,1013591000.0,1057573000.0,826935000.0,362008000.0,362606000.0,341778000.0,675307000.0
Total Assets,33862638000.0,35435333000.0,36076291000.0,35542491000.0,36151220000.0,35847646000.0,36369560000.0
Common Stock,2670000.0,2784000.0,2788000.0,2795000.0,2806000.0,2818000.0,2824000.0
Other Current Assets,24840000.0,15284000.0,15151000.0,9572000.0,8031000.0,11090000.0,8787000.0
Other Liab,139851000.0,135263000.0,698308000.0,650543000.0,742127000.0,725955000.0,666451000.0
Good Will,7791522000.0,8012256000.0,8330996000.0,8125706000.0,8185931000.0,8062914000.0,7937440000.0
Treasury Stock,-3744874000.0,-3850524000.0,-3862928000.0,-4030280000.0,-4121674000.0,-4470593000.0,-3805809000.0
Other Assets,797422000.0,852479000.0,705237000.0,707942000.0,743894000.0,660050000.0,777675000.0
Cash,505174000.0,971305000.0,108501000.0,221140000.0,120482000.0,116002000.0,142698000.0
Total Current Liabilities,2166673000.0,2538360000.0,2029986000.0,1667929000.0,1727815000.0,1683642000.0,2171279000.0
Other Stockholder Equity,-3744874000.0,-3850524000.0,-3862928000.0,-4030280000.0,-4121674000.0,-4470593000.0,-3805809000.0
Property Plant Equipment,19787492000.0,20567285000.0,21743051000.0,21513771000.0,22091406000.0,21906563000.0,22033999000.0
Total Current Assets,1569448000.0,2082722000.0,1254943000.0,1412008000.0,1297978000.0,1290358000.0,1370591000.0
Long Term Investments,1033235000.0,1059978000.0,1148158000.0,970703000.0,1119026000.0,1292325000.0,1807689000.0
Net Tangible Assets,4875066000.0,5846036000.0,5541855000.0,5734730000.0,5827050000.0,5844077000.0,6893272000.0
Net Receivables,1039434000.0,1096133000.0,1131291000.0,1181296000.0,1169465000.0,1163266000.0,1219106000.0
Long Term Debt,12381729000.0,12877898000.0,13307490000.0,13256839000.0,13929852000.0,14087539000.0,13448210000.0
Accounts Payable,1152439000.0,1480723000.0,1053140000.0,1305921000.0,1365209000.0,1341864000.0,1325033000.0
Short Long Term Debt,643000.0,64000.0,9000.0,,,,
