,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,42388000.0,-673000.0,1296699000.0,-144323000.0,2665000.0
Change To Liabilities,-16384000.0,39192000.0,72660000.0,94909000.0,116149000.0
Total Cashflows From Investing Activities,-1357153000.0,-3035993000.0,-274992000.0,-2599347000.0,-1061721000.0
Net Borrowings,833023000.0,2662653000.0,-458449000.0,806307000.0,743867000.0
Total Cash From Financing Activities,321200000.0,1757269000.0,-1272021000.0,935689000.0,-590630000.0
Issuance Of Stock,217769000.0,5874000.0,535620000.0,1879957000.0,172096000.0
Net Income,248259000.0,331246000.0,579761000.0,356398000.0,1709259000.0
Change In Cash,-8855000.0,122041000.0,-37969000.0,26399000.0,27833000.0
Effect Of Exchange Rate,3793000.0,15441000.0,-4773000.0,-16484000.0,-22044000.0
Total Cash From Operating Activities,1023305000.0,1385324000.0,1513817000.0,1706541000.0,1702228000.0
Depreciation,794134000.0,1140526000.0,1180871000.0,1379065000.0,1492706000.0
Other Cashflows From Investing Activities,107716000.0,39936000.0,-59085000.0,-47006000.0,-42671000.0
Dividends Paid,-715209000.0,-930782000.0,-996766000.0,-1239318000.0,-1379198000.0
Change To Account Receivables,-90281000.0,-61223000.0,-103162000.0,-103327000.0,-425983000.0
Other Cashflows From Financing Activities,-25423000.0,19524000.0,12624000.0,-11257000.0,73855000.0
Change To Netincome,24912000.0,-43916000.0,-231935000.0,-39706000.0,-1208597000.0
Change To Operating Activities,-1061000.0,-108476000.0,,,
