,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,2852300000.0,2941915000.0,1978313000.0,2893905000.0,2442166000.0
Capital Surplus,11261461000.0,11355751000.0,11577320000.0,20626897000.0,21075863000.0
Total Liab,10300993000.0,12892653000.0,12418566000.0,17587944000.0,17845778000.0
Total Stockholder Equity,9099521000.0,8609084000.0,8444892000.0,16766757000.0,17272878000.0
Minority Interest,754271000.0,1015398000.0,770253000.0,770650000.0,519214000.0
Deferred Long Term Liab,330881000.0,322239000.0,291826000.0,272292000.0,314909000.0
Other Current Liab,602170000.0,590604000.0,594818000.0,696045000.0,675307000.0
Total Assets,21404345000.0,23766695000.0,23068131000.0,36076291000.0,36369560000.0
Common Stock,2044000.0,2051000.0,2073000.0,2788000.0,2824000.0
Other Current Assets,152668000.0,,237370000.0,15151000.0,8787000.0
Other Liab,249465000.0,200113000.0,147381000.0,698308000.0,666451000.0
Good Will,3389595000.0,4348007000.0,3363070000.0,8330996000.0,7937440000.0
Treasury Stock,-2163984000.0,-2748718000.0,-3134501000.0,-3862928000.0,-3805809000.0
Other Assets,443170000.0,650300000.0,614152000.0,705238000.0,777675000.0
Cash,51000.0,126700000.0,89817000.0,108501000.0,142698000.0
Total Current Liabilities,1402480000.0,1388874000.0,1277112000.0,2113434000.0,2171279000.0
Other Stockholder Equity,-2163984000.0,-2748718000.0,-3134501000.0,-3862928000.0,-3805809000.0
Property Plant Equipment,13677709000.0,14741677000.0,14711659000.0,21743051000.0,22033999000.0
Total Current Assets,878094000.0,909688000.0,1113828000.0,1254943000.0,1370591000.0
Long Term Investments,163477000.0,175108000.0,1287109000.0,1148158000.0,1807689000.0
Net Tangible Assets,2857626000.0,1319162000.0,3103509000.0,5541856000.0,6893272000.0
Net Receivables,706373000.0,762869000.0,784245000.0,1131291000.0,1219106000.0
Long Term Debt,8649048000.0,11101479000.0,10122448000.0,13307490000.0,13448210000.0
Accounts Payable,800310000.0,786613000.0,682294000.0,1417380000.0,1325033000.0
Short Long Term Debt,,,,9000.0,
