,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,30000000.0,28000000.0,14000000.0,-195000000.0,484000000.0,55000000.0,34000000.0,56000000.0,-5000000.0
Change To Liabilities,13000000.0,67000000.0,-75000000.0,113000000.0,27000000.0,-44000000.0,284000000.0,-46000000.0,170000000.0
Total Cashflows From Investing Activities,-238000000.0,-180000000.0,-187000000.0,-708000000.0,10000000.0,-267000000.0,-665000000.0,-100000000.0,-1060000000.0
Net Borrowings,-207000000.0,-802000000.0,-817000000.0,401000000.0,-426000000.0,75000000.0,245000000.0,-163000000.0,613000000.0
Total Cash From Financing Activities,-825000000.0,-826000000.0,-1051000000.0,-311000000.0,-1066000000.0,-315000000.0,-49000000.0,-1077000000.0,323000000.0
Change To Operating Activities,-6000000.0,-283000000.0,-77000000.0,-131000000.0,-75000000.0,-246000000.0,-65000000.0,-218000000.0,-160000000.0
Issuance Of Stock,38000000.0,22000000.0,25000000.0,43000000.0,17000000.0,45000000.0,35000000.0,43000000.0,29000000.0
Net Income,2000000.0,264000000.0,300000000.0,304000000.0,269000000.0,428000000.0,333000000.0,669000000.0,598000000.0
Change In Cash,-27000000.0,44000000.0,-32000000.0,-75000000.0,11000000.0,87000000.0,613000000.0,-372000000.0,230000000.0
Repurchase Of Stock,-604000000.0,-38000000.0,-214000000.0,-742000000.0,-619000000.0,-407000000.0,-1018000000.0,-544000000.0,-534000000.0
Effect Of Exchange Rate,5000000.0,8000000.0,20000000.0,-8000000.0,6000000.0,-9000000.0,-16000000.0,-10000000.0,-23000000.0
Total Cash From Operating Activities,1031000000.0,1042000000.0,1186000000.0,952000000.0,1061000000.0,678000000.0,1343000000.0,815000000.0,990000000.0
Depreciation,789000000.0,752000000.0,771000000.0,797000000.0,813000000.0,805000000.0,781000000.0,799000000.0,809000000.0
Change To Account Receivables,78000000.0,182000000.0,-140000000.0,-129000000.0,-25000000.0,-144000000.0,-60000000.0,-60000000.0,-303000000.0
Other Cashflows From Financing Activities,-52000000.0,-8000000.0,-45000000.0,-13000000.0,-38000000.0,-28000000.0,689000000.0,-413000000.0,215000000.0
Change To Netincome,143000000.0,48000000.0,396000000.0,-15000000.0,40000000.0,-137000000.0,59000000.0,-340000000.0,-135000000.0
Capital Expenditures,-242000000.0,-201000000.0,-211000000.0,-234000000.0,-260000000.0,-320000000.0,-346000000.0,-331000000.0,-387000000.0
Other Cashflows From Investing Activities,11000000.0,11000000.0,11000000.0,2000000.0,-2000000.0,,,,
