,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-3361000000.0,2930000000.0,7427000000.0,2923000000.0,491000000.0
Change To Liabilities,687000000.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-4202000000.0,2215000000.0,7050000000.0,2637000000.0,-998000000.0
Net Borrowings,1759000000.0,-1462000000.0,-25000000.0,2864000000.0,-1053000000.0
Total Cash From Financing Activities,-79000000.0,-7431000000.0,-8220000000.0,1528000000.0,-1239000000.0
Change To Operating Activities,-90000000.0,444000000.0,-218000000.0,-1911000000.0,1271000000.0
Net Income,2341000000.0,3998000000.0,4865000000.0,59000000.0,1165000000.0
Change In Cash,481000000.0,82000000.0,3687000000.0,4250000000.0,570000000.0
Repurchase Of Stock,-1828000000.0,-5971000000.0,-8187000000.0,-1303000000.0,-163000000.0
Total Cash From Operating Activities,4662000000.0,5338000000.0,4865000000.0,85000000.0,2820000000.0
Depreciation,363000000.0,426000000.0,641000000.0,642000000.0,599000000.0
Change To Account Receivables,-270000000.0,-319000000.0,-323000000.0,891000000.0,-1002000000.0
Other Cashflows From Financing Activities,-10000000.0,2000000.0,-8000000.0,-33000000.0,-23000000.0
Change To Netincome,301000000.0,730000000.0,-158000000.0,340000000.0,733000000.0
Capital Expenditures,-288000000.0,-442000000.0,-368000000.0,-286000000.0,-304000000.0
Effect Of Exchange Rate,100000000.0,-40000000.0,-8000000.0,,-13000000.0
