,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,2228000000.0,2172000000.0,1954000000.0,1812000000.0
Capital Surplus,5783000000.0,5445000000.0,5756000000.0,5851000000.0
Total Liab,14190000000.0,13902000000.0,15469000000.0,16981000000.0
Total Stockholder Equity,11261000000.0,8785000000.0,5933000000.0,4893000000.0
Other Current Liab,980000000.0,1022000000.0,1724000000.0,631000000.0
Total Assets,25451000000.0,22687000000.0,21402000000.0,21874000000.0
Other Current Assets,23000000.0,25000000.0,364000000.0,249000000.0
Retained Earnings,13939000000.0,18367000000.0,23232000000.0,23288000000.0
Other Liab,1879000000.0,1698000000.0,2001000000.0,2161000000.0
Good Will,2738000000.0,2910000000.0,2913000000.0,1895000000.0
Treasury Stock,-8461000000.0,-15027000000.0,-23055000000.0,-24246000000.0
Other Assets,97000000.0,134000000.0,867000000.0,917000000.0
Cash,2542000000.0,2624000000.0,6312000000.0,10562000000.0
Total Current Liabilities,3498000000.0,3555000000.0,5366000000.0,3425000000.0
Deferred Long Term Asset Charges,41000000.0,51000000.0,400000000.0,455000000.0
Short Long Term Debt,711000000.0,,988000000.0,985000000.0
Other Stockholder Equity,238000000.0,-316000000.0,-191000000.0,-118000000.0
Property Plant Equipment,480000000.0,656000000.0,1358000000.0,1285000000.0
Total Current Assets,9035000000.0,8407000000.0,9833000000.0,12206000000.0
Long Term Investments,10873000000.0,8408000000.0,4477000000.0,3759000000.0
Net Tangible Assets,6295000000.0,3703000000.0,1066000000.0,1186000000.0
Short Term Investments,4860000000.0,3660000000.0,998000000.0,501000000.0
Net Receivables,1218000000.0,1523000000.0,1680000000.0,557000000.0
Long Term Debt,8813000000.0,8649000000.0,7640000000.0,11029000000.0
Accounts Payable,668000000.0,1134000000.0,1239000000.0,735000000.0
