,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,1042000000.0,-72000000.0,-66000000.0,-65000000.0,-71000000.0,-79000000.0
Net Borrowings,2920000000.0,-56000000.0,2015000000.0,2015000000.0,-1982000000.0,-1086000000.0
Total Cash From Financing Activities,2874000000.0,-61000000.0,-4000000.0,1869000000.0,-2007000000.0,-1096000000.0
Change To Operating Activities,307000000.0,77000000.0,-636000000.0,-190000000.0,1936000000.0,143000000.0
Net Income,122000000.0,801000000.0,-165000000.0,-55000000.0,-167000000.0,769000000.0
Change In Cash,4040000000.0,794000000.0,-635000000.0,1590000000.0,-920000000.0,411000000.0
Repurchase Of Stock,-13000000.0,-5000000.0,-4000000.0,-137000000.0,-13000000.0,-9000000.0
Effect Of Exchange Rate,2000000.0,7000000.0,12000000.0,-7000000.0,6000000.0,-10000000.0
Total Cash From Operating Activities,122000000.0,920000000.0,-577000000.0,-207000000.0,1152000000.0,1596000000.0
Depreciation,157000000.0,161000000.0,161000000.0,158000000.0,154000000.0,146000000.0
Change To Account Receivables,45000000.0,-251000000.0,337000000.0,-72000000.0,-748000000.0,-352000000.0
Other Cashflows From Financing Activities,-33000000.0,-9000000.0,-9000000.0,-9000000.0,-12000000.0,-1000000.0
Change To Netincome,-528000000.0,117000000.0,-290000000.0,-64000000.0,-37000000.0,876000000.0
Capital Expenditures,-70000000.0,-72000000.0,-64000000.0,-65000000.0,-59000000.0,-79000000.0
Investments,1112000000.0,-2000000.0,-2000000.0,-7000000.0,-7000000.0,
Other Cashflows From Investing Activities,,-5000000.0,-5000000.0,-5000000.0,-5000000.0,
