,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,187000000.0,288000000.0,259000000.0,357000000.0,388000000.0
Total Liab,5351000000.0,5324000000.0,5083000000.0,5356000000.0,5497000000.0
Total Stockholder Equity,-53000000.0,-111000000.0,-235000000.0,195000000.0,-179000000.0
Minority Interest,236000000.0,180000000.0,179000000.0,226000000.0,257000000.0
Other Current Liab,141000000.0,421000000.0,282000000.0,155000000.0,121000000.0
Total Assets,5534000000.0,5393000000.0,5027000000.0,5777000000.0,5575000000.0
Common Stock,310000000.0,294000000.0,276000000.0,258000000.0,241000000.0
Retained Earnings,-298000000.0,-278000000.0,-332000000.0,79000000.0,-652000000.0
Other Liab,715000000.0,669000000.0,602000000.0,481000000.0,437000000.0
Good Will,841000000.0,511000000.0,509000000.0,563000000.0,568000000.0
Treasury Stock,-65000000.0,-127000000.0,-179000000.0,-142000000.0,232000000.0
Other Assets,101000000.0,931000000.0,483000000.0,137000000.0,89000000.0
Cash,1194000000.0,552000000.0,697000000.0,1326000000.0,926000000.0
Total Current Liabilities,1667000000.0,1684000000.0,1548000000.0,1934000000.0,1939000000.0
Deferred Long Term Asset Charges,45000000.0,42000000.0,99000000.0,109000000.0,57000000.0
Short Long Term Debt,116000000.0,8000000.0,,1000000.0,7000000.0
Other Stockholder Equity,-65000000.0,-127000000.0,-179000000.0,-142000000.0,232000000.0
Property Plant Equipment,1129000000.0,885000000.0,1054000000.0,1074000000.0,1083000000.0
Total Current Assets,3263000000.0,2766000000.0,2711000000.0,3489000000.0,3422000000.0
Long Term Investments,13000000.0,12000000.0,11000000.0,157000000.0,25000000.0
Net Tangible Assets,-1081000000.0,-910000000.0,-1003000000.0,-725000000.0,-1135000000.0
Net Receivables,1077000000.0,992000000.0,999000000.0,1140000000.0,1172000000.0
Long Term Debt,2969000000.0,2971000000.0,2743000000.0,2766000000.0,2926000000.0
Inventory,784000000.0,798000000.0,754000000.0,876000000.0,1216000000.0
Accounts Payable,824000000.0,736000000.0,697000000.0,893000000.0,1045000000.0
Other Current Assets,,342000000.0,173000000.0,,
Short Term Investments,108000000.0,,,,
