,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,2488000000.0,2468000000.0,3196000000.0,3095000000.0,2993000000.0,2877000000.0,2791000000.0,2699000000.0,6930000000.0
Capital Surplus,459000000.0,470000000.0,499000000.0,511000000.0,518000000.0,522000000.0,564000000.0,579000000.0,42000000.0
Total Liab,13852000000.0,14435000000.0,14739000000.0,14620000000.0,15145000000.0,14792000000.0,16671000000.0,18883000000.0,20755000000.0
Total Stockholder Equity,7831000000.0,8405000000.0,8895000000.0,9130000000.0,9291000000.0,9883000000.0,10249000000.0,10575000000.0,10315000000.0
Minority Interest,47000000.0,42000000.0,44000000.0,50000000.0,48000000.0,40000000.0,39000000.0,39000000.0,5972000000.0
Other Current Liab,751000000.0,756000000.0,853000000.0,901000000.0,929000000.0,888000000.0,987000000.0,1005000000.0,1005000000.0
Total Assets,21730000000.0,22882000000.0,23678000000.0,23800000000.0,24484000000.0,24715000000.0,26959000000.0,29497000000.0,37042000000.0
Common Stock,477000000.0,477000000.0,477000000.0,477000000.0,477000000.0,477000000.0,477000000.0,477000000.0,477000000.0
Other Current Assets,406000000.0,303000000.0,316000000.0,377000000.0,538000000.0,529000000.0,527000000.0,729000000.0,722000000.0
Retained Earnings,24531000000.0,24955000000.0,25096000000.0,25354000000.0,25678000000.0,26047000000.0,26636000000.0,27003000000.0,27618000000.0
Other Liab,2008000000.0,1951000000.0,2073000000.0,2114000000.0,2274000000.0,2340000000.0,2223000000.0,2226000000.0,3192000000.0
Good Will,6624000000.0,6734000000.0,7832000000.0,7787000000.0,7777000000.0,7723000000.0,7695000000.0,7631000000.0,14748000000.0
Treasury Stock,-17636000000.0,-17497000000.0,-17177000000.0,-17212000000.0,-17382000000.0,-17163000000.0,-17428000000.0,-17484000000.0,-17822000000.0
Other Assets,674000000.0,678000000.0,742000000.0,771000000.0,781000000.0,1387000000.0,1392000000.0,1538000000.0,2099000000.0
Cash,2450000000.0,3315000000.0,2197000000.0,2342000000.0,2860000000.0,2354000000.0,4726000000.0,6929000000.0,2529000000.0
Total Current Liabilities,5985000000.0,5785000000.0,6376000000.0,6294000000.0,6670000000.0,6246000000.0,5331000000.0,8072000000.0,8812000000.0
Deferred Long Term Asset Charges,96000000.0,99000000.0,102000000.0,108000000.0,110000000.0,115000000.0,101000000.0,103000000.0,98000000.0
Other Stockholder Equity,-1699000000.0,-1577000000.0,-1330000000.0,-1322000000.0,-1307000000.0,-872000000.0,-922000000.0,-957000000.0,-1152000000.0
Property Plant Equipment,4065000000.0,4196000000.0,4227000000.0,4186000000.0,4167000000.0,4296000000.0,4221000000.0,4090000000.0,3890000000.0
Total Current Assets,7879000000.0,8806000000.0,7681000000.0,7961000000.0,8766000000.0,8432000000.0,10860000000.0,13539000000.0,9375000000.0
Net Tangible Assets,-1281000000.0,-797000000.0,-2133000000.0,-1752000000.0,-1479000000.0,-717000000.0,-237000000.0,245000000.0,-11363000000.0
Net Receivables,2921000000.0,3260000000.0,3155000000.0,3226000000.0,3254000000.0,3499000000.0,3272000000.0,3482000000.0,3805000000.0
Long Term Debt,5500000000.0,6326000000.0,5892000000.0,5823000000.0,5835000000.0,5793000000.0,8722000000.0,8203000000.0,8367000000.0
Inventory,2102000000.0,1928000000.0,2013000000.0,2016000000.0,2114000000.0,2050000000.0,2335000000.0,2399000000.0,2319000000.0
Accounts Payable,1426000000.0,1715000000.0,1694000000.0,1797000000.0,1966000000.0,2108000000.0,2100000000.0,2049000000.0,2040000000.0
Short Long Term Debt,,322000000.0,,,,538000000.0,,,
