,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,11132000.0,4199000.0,9528000.0,10191000.0,1504000.0,7493000.0,175000.0,9795000.0
Change To Liabilities,109860000.0,42032000.0,118552000.0,251344000.0,112350000.0,392378000.0,-133647000.0,385082000.0
Total Cashflows From Investing Activities,-590094000.0,-426985000.0,-288658000.0,-170691000.0,-153874000.0,-150862000.0,-189865000.0,-243705000.0
Net Borrowings,142826000.0,-27361000.0,-23742000.0,-56492000.0,-12295000.0,-536107000.0,-536107000.0,78000000.0
Total Cash From Financing Activities,690499000.0,-438328000.0,-429915000.0,-484709000.0,-418828000.0,-412357000.0,-943191000.0,-350287000.0
Change To Operating Activities,62159000.0,-48213000.0,107695000.0,-162725000.0,63903000.0,-70736000.0,120929000.0,-312090000.0
Net Income,134321000.0,312316000.0,308029000.0,386176000.0,342139000.0,392018000.0,379373000.0,391171000.0
Change In Cash,414102000.0,-498603000.0,77367000.0,-122083000.0,-28036000.0,-150040000.0,-77946000.0,-131781000.0
Total Cash From Operating Activities,313697000.0,366710000.0,795940000.0,533317000.0,544666000.0,413179000.0,1055110000.0,462211000.0
Depreciation,140416000.0,153245000.0,152648000.0,157120000.0,156921000.0,154542000.0,153118000.0,153858000.0
Other Cashflows From Investing Activities,-6944000.0,-51142000.0,-26808000.0,-4148000.0,-7990000.0,7852000.0,16485000.0,3478000.0
Dividends Paid,-387294000.0,-415614000.0,-416229000.0,-416229000.0,-416854000.0,-417417000.0,-417417000.0,-417417000.0
Change To Inventory,-70842000.0,-98694000.0,72767000.0,-141794000.0,-85156000.0,-173350000.0,295262000.0,-46788000.0
Change To Account Receivables,-113812000.0,-108929000.0,-112926000.0,-85212000.0,-183329000.0,-418490000.0,76500000.0,-243501000.0
Other Cashflows From Financing Activities,-19456000.0,-583000.0,-416279000.0,-11988000.0,-6006000.0,-417901000.0,-418004000.0,-10870000.0
Change To Netincome,51595000.0,114953000.0,149175000.0,128408000.0,137838000.0,136817000.0,163575000.0,134479000.0
Capital Expenditures,-594282000.0,-380042000.0,-271378000.0,-176734000.0,-147388000.0,-166207000.0,-206525000.0,-256978000.0
Issuance Of Stock,954423000.0,5230000.0,10106000.0,16327000.0,16327000.0,5544000.0,10920000.0,
