Open,High,Low,Close,Adj Close,Volume
1923.0,1923.0,1920.36,1920.36,1920.36,0
1920.43,1927.74,1920.43,1927.74,1927.74,0
1922.01,1922.01,1920.95,1920.95,1920.95,0
1923.0,1923.07,1917.0,1917.08,1917.08,0
1922.42,1922.42,1921.99,1921.99,1921.99,0
1921.99,1921.99,1921.99,1921.99,1921.99,0
1921.46,1921.46,1921.46,1921.46,1921.46,0
1921.0,1921.0,1921.0,1921.0,1921.0,0
1921.0,1921.0,1921.0,1921.0,1921.0,0
1918.53,1918.53,1918.53,1918.53,1918.53,0
1920.0,1921.9,1917.03,1920.0,1920.0,0
1921.5,1924.0,1918.0,1918.0,1918.0,0
1918.25,1918.25,1918.25,1918.25,1918.25,0
1918.25,1920.0,1918.25,1920.0,1920.0,0
1919.89,1921.77,1918.85,1921.77,1921.77,0
1921.01,1921.77,1921.0,1921.75,1921.75,0
1921.0,1921.0,1921.0,1921.0,1921.0,0
1923.2,1923.2,1921.0,1921.0,1921.0,0
1921.0,1921.5,1920.0,1921.5,1921.5,0
1920.55,1924.0,1919.13,1924.0,1924.0,0
1921.02,1924.0,1920.7,1923.29,1923.29,0
1921.15,1922.22,1920.0,1922.22,1922.22,0
1925.0,1925.0,1923.8,1923.8,1923.8,0
1924.98,1930.8,1924.98,1925.0,1925.0,0
1925.71,1926.0,1925.2,1926.0,1926.0,0
1926.56,1926.56,1925.0,1925.0,1925.0,0
1925.03,1927.06,1925.01,1927.0,1927.0,0
1927.05,1927.15,1927.0,1927.0,1927.0,0
1927.0,1927.5,1927.0,1927.5,1927.5,0
1927.4,1927.4,1927.05,1927.05,1927.05,0
1927.81,1927.81,1927.0,1927.0,1927.0,0
1927.68,1928.53,1926.33,1928.0,1928.0,0
1928.05,1931.43,1925.3,1930.38,1930.38,0
1930.38,1930.38,1929.51,1929.51,1929.51,0
1929.88,1929.99,1928.44,1928.44,1928.44,0
1928.55,1930.42,1928.55,1930.42,1930.42,0
1930.1,1930.1,1930.0,1930.0,1930.0,0
1930.2,1930.4,1930.0,1930.0,1930.0,0
1930.01,1930.52,1929.17,1930.0,1930.0,0
1930.0,1930.52,1930.0,1930.52,1930.52,0
1931.11,1931.11,1930.0,1930.01,1930.01,0
1930.5,1930.5,1930.0,1930.0,1930.0,0
1930.0,1930.18,1930.0,1930.0,1930.0,0
1928.97,1931.8,1928.97,1930.51,1930.51,0
1930.1,1930.6,1930.0,1930.0,1930.0,0
1930.11,1930.11,1930.11,1930.11,1930.11,0
1931.0,1931.0,1930.21,1930.21,1930.21,0
1930.39,1931.47,1930.39,1931.28,1931.28,0
1931.25,1931.27,1931.25,1931.27,1931.27,0
1931.0,1931.0,1930.22,1930.22,1930.22,0
1931.05,1931.05,1930.88,1931.0,1931.0,0
1931.1,1931.1,1930.0,1930.88,1930.88,0
1930.01,1934.8,1930.01,1932.5,1932.5,0
1934.0,1934.0,1932.62,1932.62,1932.62,0
1932.71,1932.78,1931.26,1931.26,1931.26,0
1933.1,1933.1,1933.1,1933.1,1933.1,0
1933.27,1933.27,1932.11,1933.0,1933.0,0
1933.0,1933.0,1933.0,1933.0,1933.0,0
1932.6,1932.6,1932.3,1932.3,1932.3,0
1932.66,1935.0,1932.55,1934.75,1934.75,0
1934.37,1934.85,1934.37,1934.85,1934.85,0
1934.56,1935.08,1934.56,1934.94,1934.94,0
1935.0,1935.0,1934.91,1934.91,1934.91,0
1931.04,1934.79,1918.0,1930.0002,1930.0002,0
1932.0,1934.79,1900.0,1934.79,1934.79,0
1934.8,1934.8,1931.0,1931.0,1931.0,0
1933.9,1933.9,1933.55,1933.55,1933.55,0
1933.4,1933.55,1933.0,1933.0,1933.0,0
1933.15,1933.78,1930.36,1933.78,1933.78,0
1930.36,1930.36,1930.36,1930.36,1930.36,0
1930.36,1932.5,1930.36,1932.5,1932.5,0
1935.0,1935.0,1929.01,1929.01,1929.01,0
1932.02,1932.28,1932.02,1932.28,1932.28,0
1931.3,1932.5,1931.3,1932.5,1932.5,0
1932.87,1933.0,1932.87,1933.0,1933.0,0
1934.0,1934.0,1932.54,1932.54,1932.54,0
1933.95,1935.0,1933.95,1934.69,1934.69,0
1932.81,1933.91,1932.61,1933.91,1933.91,0
1933.12,1933.97,1931.33,1933.97,1933.97,0
1932.54,1933.01,1932.33,1932.33,1932.33,0
1931.33,1932.33,1931.33,1932.13,1932.13,0
1932.27,1932.27,1932.27,1932.27,1932.27,0
1932.39,1933.0,1931.91,1932.05,1932.05,0
1932.05,1932.22,1932.0,1932.13,1932.13,0
1933.34,1933.34,1933.0,1933.0,1933.0,0
1931.96,1932.06,1931.26,1931.26,1931.26,0
1931.9,1931.96,1931.9,1931.9,1931.9,0
1931.96,1931.96,1931.25,1931.25,1931.25,0
1930.37,1931.36,1930.37,1931.36,1931.36,0
1930.99,1931.1,1930.17,1930.17,1930.17,0
1930.3,1930.3,1930.0,1930.01,1930.01,0
1930.01,1930.39,1929.0,1929.01,1929.01,0
1930.37,1931.4,1926.87,1927.0,1927.0,0
1927.08,1928.58,1924.6,1926.0,1926.0,0
1925.25,1926.0,1920.0,1924.18,1924.18,0
1924.64,1924.64,1924.64,1924.64,1924.64,0
1924.33,1925.18,1924.0,1924.64,1924.64,0
1918.5,1923.45,1918.5,1923.45,1923.45,0
1922.33,1922.33,1921.29,1921.29,1921.29,0
1921.28,1922.33,1921.28,1922.33,1922.33,0
1921.45,1922.0,1918.9,1919.79,1919.79,0
1920.0,1922.99,1919.02,1922.99,1922.99,0
1920.29,1920.29,1918.51,1919.0,1919.0,0
1901.05,1922.45,1901.05,1922.0,1922.0,0
1917.0,1922.97,1917.0,1922.97,1922.97,0
1922.97,1923.0,1919.38,1922.9,1922.9,0
1922.72,1922.97,1921.25,1921.25,1921.25,0
1923.0,1923.4,1920.35,1923.4,1923.4,0
1923.45,1923.45,1923.45,1923.45,1923.45,0
1923.34,1923.4,1923.34,1923.4,1923.4,0
1921.65,1921.65,1921.53,1921.53,1921.53,0
1923.2,1923.2,1923.2,1923.2,1923.2,0
1923.45,1923.45,1923.0,1923.0,1923.0,0
1922.66,1923.4,1922.66,1923.01,1923.01,0
1923.1,1923.1,1923.0,1923.06,1923.06,0
1923.05,1923.45,1923.0,1923.39,1923.39,0
1923.45,1923.45,1922.81,1922.81,1922.81,0
1923.45,1923.45,1918.78,1918.78,1918.78,0
1922.29,1923.45,1921.67,1923.45,1923.45,0
1921.55,1923.45,1917.14,1923.45,1923.45,0
1922.01,1923.0,1919.0,1922.06,1922.06,0
1919.0,1923.45,1919.0,1923.45,1923.45,0
1922.99,1922.99,1922.99,1922.99,1922.99,0
1923.0,1923.0,1923.0,1923.0,1923.0,0
1922.03,1923.0,1919.03,1923.0,1923.0,0
1923.45,1923.45,1920.1,1923.12,1923.12,0
1923.12,1923.45,1923.12,1923.45,1923.45,0
1923.35,1923.44,1921.63,1921.63,1921.63,0
1921.63,1923.45,1901.05,1923.45,1923.45,0
1923.01,1923.45,1923.0,1923.0,1923.0,0
1923.45,1924.0,1923.09,1924.0,1924.0,0
1924.0,1924.44,1923.0,1924.44,1924.44,0
1923.5,1924.45,1923.0,1923.75,1923.75,0
1923.0,1924.24,1923.0,1924.0,1924.0,0
1923.0,1924.45,1923.0,1924.0,1924.0,0
1924.45,1924.45,1918.42,1923.0,1923.0,0
1921.12,1923.06,1921.12,1923.06,1923.06,0
1923.07,1923.75,1923.06,1923.75,1923.75,0
1923.75,1924.36,1923.75,1924.36,1924.36,0
1924.01,1924.45,1923.51,1924.45,1924.45,0
1924.45,1924.45,1924.2,1924.45,1924.45,0
1924.2,1925.02,1922.21,1924.4,1924.4,0
1924.4,1924.45,1921.92,1924.44,1924.44,0
1922.0,1923.0,1917.52,1918.36,1918.36,0
1919.0,1921.81,1918.0,1920.27,1920.27,0
1923.18994140625,1923.18994140625,1923.18994140625,1923.18994140625,1923.18994140625,69623
1922.1600341796875,1924.27001953125,1919.300048828125,1922.56005859375,1922.56005859375,9946
1921.43994140625,1924.02001953125,1920.7900390625,1923.7099609375,1923.7099609375,9987
1923.52001953125,1925.0,1920.8951416015625,1923.9200439453125,1923.9200439453125,4396
1922.135009765625,1928.050048828125,1921.129150390625,1925.93994140625,1925.93994140625,11448
1926.510009765625,1927.3399658203125,1921.3505859375,1922.9649658203125,1922.9649658203125,7776
1924.9000244140625,1928.0,1921.9150390625,1923.35498046875,1923.35498046875,5946
1923.02001953125,1927.719970703125,1923.02001953125,1924.2449951171875,1924.2449951171875,3188
1925.0,1926.31005859375,1923.8824462890625,1925.14501953125,1925.14501953125,10115
1925.239990234375,1929.0,1924.68505859375,1925.0,1925.0,13694
1927.0,1927.3399658203125,1926.2900390625,1927.3399658203125,1927.3399658203125,7001
1927.300048828125,1927.47998046875,1924.550048828125,1924.93994140625,1924.93994140625,3635
1926.0,1927.2099609375,1925.9100341796875,1927.2099609375,1927.2099609375,2449
1927.219970703125,1927.31005859375,1925.72998046875,1926.0150146484375,1926.0150146484375,5313
1927.1600341796875,1927.1600341796875,1927.1600341796875,1927.1600341796875,1927.1600341796875,7581
1926.5,1926.5,1926.5,1926.5,1926.5,13102
1926.1400146484375,1926.3599853515625,1924.0,1925.4100341796875,1925.4100341796875,8102
1924.6099853515625,1924.6099853515625,1922.8199462890625,1922.8199462890625,1922.8199462890625,2513
1919.1600341796875,1919.1600341796875,1919.1600341796875,1919.1600341796875,1919.1600341796875,3377
1919.6199951171875,1919.6199951171875,1918.8699951171875,1918.8699951171875,1918.8699951171875,1270
1919.75,1919.81494140625,1918.489990234375,1919.47998046875,1919.47998046875,6726
1919.8199462890625,1919.8199462890625,1919.6650390625,1919.6650390625,1919.6650390625,1210
1918.8199462890625,1921.010009765625,1918.8199462890625,1921.010009765625,1921.010009765625,4442
1922.25,1922.25,1920.9300537109373,1921.510009765625,1921.510009765625,3530
1921.6949462890625,1921.6949462890625,1920.0,1920.7825927734375,1920.7825927734375,3234
1920.969970703125,1922.3499755859375,1920.969970703125,1922.3499755859375,1922.3499755859375,2593
1920.469970703125,1920.469970703125,1920.469970703125,1920.469970703125,1920.469970703125,9316
1919.5699462890625,1927.0400390625,1918.22998046875,1918.5999755859375,1918.5999755859375,51226
1918.0,1918.760009765625,1918.0,1918.5,1918.5,8937
1918.5,1918.719970703125,1915.489990234375,1917.39501953125,1917.39501953125,23493
1917.4000244140625,1918.8800048828125,1917.0400390625,1918.6600341796875,1918.6600341796875,6744
1918.5699462890625,1919.3699951171875,1917.56005859375,1919.0,1919.0,3104
1919.5899658203125,1920.300048828125,1918.97998046875,1919.030029296875,1919.030029296875,5687
1919.6300048828125,1919.8599853515625,1915.0,1915.0,1915.0,5136
1914.9000244140625,1914.9949951171875,1911.403564453125,1912.0400390625,1912.0400390625,7001
1912.260009765625,1916.682373046875,1912.22998046875,1916.682373046875,1916.682373046875,5754
1915.1300048828125,1915.1300048828125,1915.1300048828125,1915.1300048828125,1915.1300048828125,2077
1914.300048828125,1914.530029296875,1913.989990234375,1914.1400146484375,1914.1400146484375,1809
1914.8299560546875,1915.9300537109373,1914.8299560546875,1915.02001953125,1915.02001953125,4369
1915.010009765625,1916.0550537109373,1914.8199462890625,1914.9300537109373,1914.9300537109373,5609
1912.300048828125,1912.300048828125,1910.4300537109373,1910.4300537109373,1910.4300537109373,5087
1910.800048828125,1912.1300048828125,1910.1729736328125,1910.1729736328125,1910.1729736328125,7441
1911.1600341796875,1911.56005859375,1909.4100341796875,1911.1800537109375,1911.1800537109375,6558
1909.5,1910.0899658203125,1908.6900634765625,1908.8499755859373,1908.8499755859373,6410
1908.8699951171875,1909.719970703125,1907.02001953125,1907.1700439453125,1907.1700439453125,4976
1907.199951171875,1907.77001953125,1906.326171875,1906.326171875,1906.326171875,4063
1906.31005859375,1906.800048828125,1905.8599853515625,1906.3900146484373,1906.3900146484373,5482
1908.77001953125,1909.2099609375,1907.9056396484373,1908.050048828125,1908.050048828125,9771
1907.6700439453125,1908.47998046875,1906.0,1908.47998046875,1908.47998046875,2856
1908.9000244140625,1909.1400146484373,1908.22998046875,1909.1400146484373,1909.1400146484373,3039
1909.1600341796875,1910.81005859375,1909.1600341796875,1909.9100341796875,1909.9100341796875,5205
1910.280029296875,1911.97998046875,1910.280029296875,1911.8499755859375,1911.8499755859375,4356
1912.1949462890625,1912.550048828125,1911.050048828125,1911.449951171875,1911.449951171875,2856
1911.175048828125,1911.175048828125,1909.68994140625,1909.989990234375,1909.989990234375,5654
1909.800048828125,1910.239990234375,1909.7099609375,1910.134033203125,1910.134033203125,1565
1910.9300537109375,1911.0050048828125,1909.0899658203125,1909.0899658203125,1909.0899658203125,4602
1908.5699462890625,1910.2349853515625,1908.3299560546875,1908.5999755859375,1908.5999755859375,5128
1907.030029296875,1907.97998046875,1906.8199462890625,1907.97998046875,1907.97998046875,2448
1908.02001953125,1908.02001953125,1907.06005859375,1907.5699462890625,1907.5699462890625,4818
1908.050048828125,1909.39501953125,1908.050048828125,1908.4300537109373,1908.4300537109373,4754
1907.780029296875,1908.4000244140625,1906.31005859375,1908.1800537109373,1908.1800537109373,6211
1907.969970703125,1908.300048828125,1906.8800048828125,1907.06494140625,1907.06494140625,4569
1907.8199462890625,1907.8800048828125,1907.31005859375,1907.31005859375,1907.31005859375,1685
1907.0250244140625,1908.1910400390625,1906.0,1906.0,1906.0,5180
1907.0,1907.949951171875,1905.1099853515625,1905.1099853515625,1905.1099853515625,8482
1904.6500244140625,1904.6500244140625,1902.0,1902.0,1902.0,5749
1901.739990234375,1901.739990234375,1899.404052734375,1901.0899658203125,1901.0899658203125,9413
1901.1800537109373,1902.18994140625,1900.5999755859373,1901.8800048828125,1901.8800048828125,7559
1902.162353515625,1902.989990234375,1901.800048828125,1902.800048828125,1902.800048828125,2321
1902.3699951171875,1902.3699951171875,1901.52001953125,1901.989990234375,1901.989990234375,3183
1903.0,1903.300048828125,1902.4849853515625,1902.760009765625,1902.760009765625,3406
1901.239990234375,1902.18994140625,1900.739990234375,1901.6300048828125,1901.6300048828125,3891
1900.0,1900.06005859375,1899.0,1899.5,1899.5,2880
1899.6600341796875,1899.6600341796875,1898.0699462890625,1898.3499755859375,1898.3499755859375,1956
1898.5999755859375,1898.5999755859375,1897.8900146484375,1898.1400146484375,1898.1400146484375,2003
1896.3299560546875,1896.5350341796875,1894.2257080078125,1894.2257080078125,1894.2257080078125,7998
1894.510009765625,1896.1600341796875,1894.510009765625,1895.300048828125,1895.300048828125,4035
1895.1199951171875,1895.1199951171875,1893.699951171875,1893.699951171875,1893.699951171875,3151
1892.68994140625,1893.719970703125,1892.68994140625,1893.5999755859375,1893.5999755859375,6019
1892.6400146484375,1892.6800537109375,1891.0999755859375,1891.1875,1891.1875,2684
1891.0,1892.1600341796875,1891.0,1891.9521484375,1891.9521484375,2759
1890.510009765625,1890.510009765625,1887.47998046875,1888.5400390625,1888.5400390625,10101
1888.4200439453125,1888.5899658203125,1886.02001953125,1888.5899658203125,1888.5899658203125,5922
1888.3343505859375,1888.3343505859375,1885.800048828125,1885.8599853515625,1885.8599853515625,5218
1887.05810546875,1890.1800537109375,1886.800048828125,1889.9000244140625,1889.9000244140625,4578
1889.699951171875,1892.0013427734373,1888.0699462890625,1891.8499755859373,1891.8499755859373,8264
1892.3800048828125,1893.010009765625,1890.9100341796875,1892.0,1892.0,8757
1891.300048828125,1891.300048828125,1890.0400390625,1890.0400390625,1890.0400390625,2130
1886.8699951171875,1887.169921875,1883.72998046875,1884.030029296875,1884.030029296875,6105
1883.5699462890625,1883.5699462890625,1881.969970703125,1883.06005859375,1883.06005859375,5876
1882.3499755859373,1886.030029296875,1881.199951171875,1886.030029296875,1886.030029296875,3370
1886.0799560546875,1887.8900146484373,1885.558349609375,1886.530029296875,1886.530029296875,5106
1884.469970703125,1887.780029296875,1884.469970703125,1887.47998046875,1887.47998046875,7910
1885.510009765625,1886.6300048828125,1882.4300537109373,1883.0,1883.0,4091
1882.0,1882.510009765625,1876.2850341796875,1876.2850341796875,1876.2850341796875,9536
1877.9200439453125,1877.9200439453125,1869.989990234375,1870.0,1870.0,13305
1869.969970703125,1875.0,1867.530029296875,1875.0,1875.0,12008
1876.6949462890625,1878.0999755859375,1872.0799560546875,1872.1568603515625,1872.1568603515625,3375
1872.4000244140625,1877.1800537109373,1870.050048828125,1877.1800537109373,1877.1800537109373,5985
1876.47998046875,1876.510009765625,1872.7900390625,1873.1500244140625,1873.1500244140625,7480
1878.6500244140625,1880.0,1876.77001953125,1880.0,1880.0,4197
1879.3599853515625,1883.31005859375,1878.1600341796875,1883.31005859375,1883.31005859375,4804
1881.68994140625,1883.7900390625,1880.0,1883.7900390625,1883.7900390625,5385
1883.280029296875,1885.0,1880.27001953125,1885.0,1885.0,4889
1884.050048828125,1889.6300048828125,1884.050048828125,1889.6300048828125,1889.6300048828125,4178
1885.3599853515625,1888.5599365234373,1884.7750244140625,1885.31005859375,1885.31005859375,6746
1888.4100341796875,1888.6600341796875,1886.52001953125,1886.52001953125,1886.52001953125,3969
1885.7100830078125,1887.5155029296875,1884.4000244140625,1885.9427490234373,1885.9427490234373,4699
1888.0,1890.1400146484373,1888.0,1890.1400146484373,1890.1400146484373,2283
1889.6099853515625,1893.7750244140625,1889.6099853515625,1893.6099853515625,1893.6099853515625,10583
1892.780029296875,1897.530029296875,1891.9000244140625,1896.8499755859375,1896.8499755859375,14844
1895.3900146484373,1900.5400390625,1895.3499755859373,1897.4864501953125,1897.4864501953125,12437
1897.592529296875,1898.1199951171875,1896.0,1897.3800048828125,1897.3800048828125,8560
1897.5,1897.510009765625,1895.3499755859373,1897.260009765625,1897.260009765625,4777
1897.219970703125,1897.219970703125,1894.9200439453125,1895.4200439453125,1895.4200439453125,5934
1893.4732666015625,1894.719970703125,1893.4732666015625,1894.719970703125,1894.719970703125,1585
1894.3299560546875,1894.6199951171875,1893.449951171875,1893.8370361328125,1893.8370361328125,4475
1892.72998046875,1894.1099853515625,1889.6500244140625,1890.280029296875,1890.280029296875,6938
1887.3699951171875,1888.510009765625,1886.010009765625,1886.1099853515625,1886.1099853515625,2187
1887.050048828125,1887.530029296875,1882.56005859375,1885.8299560546875,1885.8299560546875,8424
1885.1600341796875,1885.625,1882.949951171875,1882.949951171875,1882.949951171875,3463
1882.4107666015625,1884.0400390625,1881.949951171875,1884.0400390625,1884.0400390625,5660
1884.805908203125,1885.925048828125,1884.805908203125,1885.1400146484373,1885.1400146484373,4414
1885.1600341796875,1886.3199462890625,1885.1600341796875,1885.18994140625,1885.18994140625,3077
1884.1168212890625,1885.1800537109375,1880.8199462890625,1881.8800048828125,1881.8800048828125,10170
1881.68994140625,1882.1700439453125,1881.0999755859375,1881.1099853515625,1881.1099853515625,4589
1882.1099853515625,1882.760009765625,1882.0,1882.760009765625,1882.760009765625,2016
1882.050048828125,1882.050048828125,1879.6800537109373,1880.43994140625,1880.43994140625,3967
1880.449951171875,1880.449951171875,1878.3409423828125,1878.3409423828125,1878.3409423828125,3973
1879.969970703125,1880.7750244140625,1879.1600341796875,1880.7750244140625,1880.7750244140625,5231
1881.02001953125,1881.5799560546875,1879.0999755859375,1879.0999755859375,1879.0999755859375,2173
1880.1099853515625,1880.1600341796875,1876.6500244140625,1878.010009765625,1878.010009765625,5022
1878.18994140625,1879.1400146484373,1876.4000244140625,1879.1400146484373,1879.1400146484373,5171
1879.7779541015625,1879.7779541015625,1876.3338623046875,1876.3338623046875,1876.3338623046875,7846
1876.0,1876.780029296875,1874.1800537109373,1874.8699951171875,1874.8699951171875,3239
1876.260009765625,1877.1400146484375,1876.0550537109375,1877.1400146484375,1877.1400146484375,2737
1877.800048828125,1878.1300048828125,1876.814453125,1878.0400390625,1878.0400390625,5588
1878.050048828125,1880.1700439453125,1878.050048828125,1879.4383544921875,1879.4383544921875,2709
1878.6300048828125,1878.9949951171875,1878.4599609375,1878.9949951171875,1878.9949951171875,1136
1879.8299560546875,1881.22998046875,1879.8299560546875,1880.385009765625,1880.385009765625,4745
1882.6700439453125,1882.6700439453125,1881.3199462890625,1881.3199462890625,1881.3199462890625,3760
1881.6099853515625,1882.9000244140625,1881.449951171875,1882.4549560546875,1882.4549560546875,4206
1882.68994140625,1883.8800048828125,1882.4200439453125,1882.7249755859375,1882.7249755859375,4101
1882.3699951171875,1882.449951171875,1881.239990234375,1882.449951171875,1882.449951171875,2199
1882.5999755859375,1883.5999755859375,1881.699951171875,1883.5999755859375,1883.5999755859375,1763
1884.0899658203125,1884.8699951171875,1883.97998046875,1883.97998046875,1883.97998046875,4773
1884.8900146484373,1885.3599853515625,1884.8900146484373,1885.199951171875,1885.199951171875,1602
1885.4200439453125,1885.4200439453125,1885.3399658203125,1885.3399658203125,1885.3399658203125,776
1884.81494140625,1885.31005859375,1884.81494140625,1885.1600341796875,1885.1600341796875,987
1885.3499755859373,1885.489990234375,1885.3499755859373,1885.3499755859373,1885.3499755859373,1076
1885.35498046875,1886.239990234375,1885.3499755859375,1885.574951171875,1885.574951171875,5510
1886.800048828125,1886.9000244140625,1885.9949951171875,1886.9000244140625,1886.9000244140625,1545
1887.4200439453125,1887.449951171875,1886.260009765625,1886.6199951171875,1886.6199951171875,3538
1886.6099853515625,1886.6099853515625,1885.47998046875,1885.47998046875,1885.47998046875,4106
1885.5,1885.9200439453125,1885.06005859375,1885.06005859375,1885.06005859375,4130
1885.1300048828125,1885.1300048828125,1883.8900146484375,1883.8900146484375,1883.8900146484375,1198
1883.8499755859373,1885.199951171875,1883.8399658203125,1885.199951171875,1885.199951171875,1752
1885.719970703125,1886.3499755859375,1885.719970703125,1886.1300048828125,1886.1300048828125,2221
1887.18505859375,1887.4100341796875,1886.989990234375,1887.4100341796875,1887.4100341796875,1976
1886.780029296875,1886.780029296875,1886.2900390625,1886.2900390625,1886.2900390625,1794
1885.9000244140625,1886.4312744140625,1885.9000244140625,1886.4312744140625,1886.4312744140625,805
1886.1300048828125,1886.1300048828125,1882.22998046875,1882.22998046875,1882.22998046875,2382
1882.0350341796875,1882.0350341796875,1880.0799560546875,1880.0799560546875,1880.0799560546875,36485
1880.3399658203125,1881.669921875,1878.699951171875,1878.699951171875,1878.699951171875,1982
1879.73193359375,1879.73193359375,1879.1099853515625,1879.2099609375,1879.2099609375,891
1878.800048828125,1878.800048828125,1875.0,1876.1700439453125,1876.1700439453125,4364
1874.4000244140625,1875.3699951171875,1872.75,1872.75,1872.75,1674
1872.780029296875,1873.0694580078125,1870.52001953125,1873.050048828125,1873.050048828125,5740
1874.43994140625,1876.154541015625,1874.43994140625,1876.154541015625,1876.154541015625,1197
1875.9200439453125,1881.8599853515625,1874.6300048828125,1881.8599853515625,1881.8599853515625,4201
1881.469970703125,1881.469970703125,1879.8900146484373,1880.010009765625,1880.010009765625,1648
1878.8599853515625,1879.1300048828125,1877.9849853515625,1878.39501953125,1878.39501953125,7172
1876.510009765625,1876.510009765625,1876.510009765625,1876.510009765625,1876.510009765625,773
1875.1800537109375,1875.1800537109375,1873.52001953125,1873.68994140625,1873.68994140625,1133
1874.6199951171875,1876.9150390625,1873.7900390625,1875.27001953125,1875.27001953125,4875
1875.800048828125,1876.93994140625,1872.81005859375,1873.3599853515625,1873.3599853515625,3178
1872.9599609375,1874.8599853515625,1872.9599609375,1874.8599853515625,1874.8599853515625,3871
1873.010009765625,1874.3599853515625,1873.0,1874.31005859375,1874.31005859375,1465
1874.31005859375,1874.530029296875,1874.31005859375,1874.489990234375,1874.489990234375,1552
1872.5799560546875,1874.31005859375,1872.512451171875,1874.31005859375,1874.31005859375,3175
1875.1800537109373,1876.3399658203125,1875.1800537109373,1876.3399658203125,1876.3399658203125,1974
1876.81005859375,1876.97998046875,1876.81005859375,1876.97998046875,1876.97998046875,1010
1876.1600341796875,1878.5400390625,1875.6099853515625,1878.5400390625,1878.5400390625,2274
1878.3599853515625,1879.3900146484373,1878.3599853515625,1879.3900146484373,1879.3900146484373,466
1878.050048828125,1878.0999755859373,1878.050048828125,1878.0999755859373,1878.0999755859373,1269
1879.9300537109373,1879.9300537109373,1878.0,1878.0,1878.0,1100
1879.5899658203125,1879.9599609375,1878.2750244140625,1878.2750244140625,1878.2750244140625,5671
1877.9100341796875,1880.8800048828125,1877.9100341796875,1880.5,1880.5,10596
1879.0999755859375,1879.3499755859375,1877.9000244140625,1878.0677490234375,1878.0677490234375,1847
1879.3699951171875,1879.3699951171875,1878.550048828125,1878.949951171875,1878.949951171875,2341
1878.844970703125,1878.844970703125,1877.52001953125,1877.52001953125,1877.52001953125,1014
