,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-33781000.0,-33781000.0,-33781000.0,-164111000.0,-180333000.0
Change To Liabilities,253265000.0,177676000.0,213423000.0,580608000.0,510911000.0
Total Cashflows From Investing Activities,-464223000.0,-534302000.0,-796746000.0,-614895000.0,-615620000.0
Net Borrowings,1094800000.0,439660000.0,473955000.0,236515000.0,-300000000.0
Total Cash From Financing Activities,-1039714000.0,-1208286000.0,-902811000.0,-1796577000.0,-2694858000.0
Change To Operating Activities,-1372000.0,35080000.0,54243000.0,166304000.0,79664000.0
Issuance Of Stock,45762000.0,72146000.0,60206000.0,62284000.0,84915000.0
Net Income,1133804000.0,1324487000.0,1391042000.0,1752302000.0,2164685000.0
Change In Cash,-100250000.0,-15033000.0,9091000.0,425234000.0,-103527000.0
Repurchase Of Stock,-2172530000.0,-1714013000.0,-1432791000.0,-2087194000.0,-2476048000.0
Effect Of Exchange Rate,169000.0,169000.0,169000.0,103000.0,-359000.0
Total Cash From Operating Activities,1403687000.0,1727555000.0,1708479000.0,2836603000.0,3207310000.0
Depreciation,233845000.0,258937000.0,270875000.0,314635000.0,328217000.0
Other Cashflows From Investing Activities,-2747000.0,-34818000.0,-142026000.0,-975000.0,-1928000.0
Change To Inventory,-231802000.0,-163367000.0,-239912000.0,-198864000.0,-32634000.0
Change To Account Receivables,-27742000.0,18138000.0,-15577000.0,-20515000.0,-47427000.0
Other Cashflows From Financing Activities,-7746000.0,-6079000.0,-4181000.0,-8182000.0,-3725000.0
Change To Netincome,26598000.0,50231000.0,50608000.0,39814000.0,47167000.0
Capital Expenditures,-465940000.0,-504268000.0,-628057000.0,-465579000.0,-442853000.0
