,2020-08-01,2020-10-31,2021-01-30,2021-05-01,2021-07-31,2021-10-30,2022-01-29,2022-04-30
Intangible Assets,3100000000.0,3100000000.0,3100000000.0,3100000000.0,3100000000.0,3100000000.0,3100000000.0,3100000000.0
Capital Surplus,2505500000.0,2322400000.0,2138500000.0,1885000000.0,1204900000.0,1220100000.0,1243900000.0,1230600000.0
Total Liab,13857400000.0,13691100000.0,13410700000.0,13639400000.0,13433500000.0,14145600000.0,14003300000.0,14130800000.0
Total Stockholder Equity,6813600000.0,6961100000.0,7285300000.0,7411300000.0,7011700000.0,7244400000.0,7718500000.0,8241500000.0
Other Current Liab,713200000.0,858600000.0,290600000.0,1025900000.0,794500000.0,918400000.0,298400000.0,1089100000.0
Total Assets,20671000000.0,20652200000.0,20696000000.0,21050700000.0,20445200000.0,21390000000.0,21721800000.0,22372300000.0
Common Stock,2400000.0,2400000.0,2300000.0,2300000.0,2200000.0,2200000.0,2200000.0,2200000.0
Other Current Assets,206500000.0,260400000.0,207100000.0,226400000.0,259600000.0,357100000.0,257000000.0,262700000.0
Retained Earnings,4346900000.0,4676900000.0,5179700000.0,5554200000.0,5836600000.0,6053400000.0,6507600000.0,7044000000.0
Other Liab,1372700000.0,1461400000.0,1388700000.0,1410200000.0,1402600000.0,1472300000.0,1264200000.0,1334900000.0
Good Will,1983000000.0,1983100000.0,1984400000.0,1985600000.0,1985100000.0,1985300000.0,1984400000.0,1984300000.0
Treasury Stock,-41200000.0,-40600000.0,-35200000.0,-30200000.0,-32000000.0,-31300000.0,-35200000.0,-35300000.0
Other Assets,118800000.0,117400000.0,120400000.0,121300000.0,120600000.0,128800000.0,125600000.0,126800000.0
Cash,1750300000.0,1118300000.0,1416700000.0,1473900000.0,720800000.0,701400000.0,984900000.0,1218500000.0
Total Current Liabilities,4278800000.0,4042300000.0,3730300000.0,3902200000.0,3722700000.0,4291200000.0,4176600000.0,4289900000.0
Deferred Long Term Asset Charges,24000000.0,23300000.0,23200000.0,24400000.0,23900000.0,22300000.0,20300000.0,19300000.0
Other Stockholder Equity,-41200000.0,-40600000.0,-35200000.0,-30200000.0,-32000000.0,-31300000.0,-35200000.0,-35300000.0
Property Plant Equipment,10236700000.0,10280700000.0,10440400000.0,10538900000.0,10591400000.0,10801400000.0,10902600000.0,10878900000.0
Total Current Assets,5232500000.0,5171000000.0,5050800000.0,5304900000.0,4648100000.0,5374500000.0,5609200000.0,6282300000.0
Net Tangible Assets,1730600000.0,1878000000.0,2200900000.0,2325700000.0,1926600000.0,2159100000.0,2634100000.0,3157200000.0
Long Term Debt,3224300000.0,3225300000.0,3226200000.0,3227800000.0,3229500000.0,3231100000.0,3417000000.0,3418100000.0
Inventory,3275700000.0,3792300000.0,3427000000.0,3604600000.0,3667700000.0,4316000000.0,4367300000.0,4801100000.0
Accounts Payable,1481000000.0,1587200000.0,1480500000.0,1520700000.0,1559600000.0,1984800000.0,1884200000.0,1794100000.0
Short Long Term Debt,800000000.0,300000000.0,,,,,,
