,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Capital Surplus,26080000000.0,26037000000.0,25934000000.0,25905000000.0
Total Liab,24070000000.0,23476000000.0,23537000000.0,23075000000.0
Total Stockholder Equity,10920000000.0,10174000000.0,9236000000.0,8954000000.0
Minority Interest,8653000000.0,8494000000.0,8326000000.0,8201000000.0
Other Current Liab,795000000.0,799000000.0,131000000.0,75000000.0
Total Assets,43643000000.0,42144000000.0,41099000000.0,40230000000.0
Common Stock,160000000.0,159000000.0,158000000.0,158000000.0
Other Current Assets,255000000.0,244000000.0,316000000.0,385000000.0
Retained Earnings,-10963000000.0,-11681000000.0,-12389000000.0,-12718000000.0
Other Liab,10306000000.0,10192000000.0,10458000000.0,10345000000.0
Treasury Stock,-4357000000.0,-4341000000.0,-4467000000.0,-4391000000.0
Other Assets,2864000000.0,2327000000.0,2969000000.0,3008000000.0
Cash,4580000000.0,3657000000.0,2403000000.0,1465000000.0
Total Current Liabilities,4611000000.0,3417000000.0,3096000000.0,2906000000.0
Short Long Term Debt,656000000.0,34000000.0,47000000.0,90000000.0
Other Stockholder Equity,-580000000.0,-583000000.0,-728000000.0,-652000000.0
Property Plant Equipment,29775000000.0,29818000000.0,29911000000.0,29936000000.0
Total Current Assets,10856000000.0,9303000000.0,8071000000.0,7155000000.0
Long Term Investments,148000000.0,295000000.0,148000000.0,131000000.0
Net Tangible Assets,10920000000.0,9773000000.0,9236000000.0,8954000000.0
Short Term Investments,106000000.0,97000000.0,103000000.0,132000000.0
Net Receivables,1770000000.0,1412000000.0,1357000000.0,1363000000.0
Long Term Debt,9153000000.0,9677000000.0,9983000000.0,9824000000.0
Inventory,4145000000.0,3893000000.0,3892000000.0,3810000000.0
Accounts Payable,2829000000.0,1473000000.0,2521000000.0,2443000000.0
Intangible Assets,,401000000.0,,
