,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,110000000.0,-106000000.0,-60000000.0,115000000.0,495000000.0
Total Cashflows From Investing Activities,-1321000000.0,-5018000000.0,-2103000000.0,-1264000000.0,-1964000000.0
Net Borrowings,-2857000000.0,-2085000000.0,-1318000000.0,-193000000.0,-260000000.0
Total Cash From Financing Activities,-3055000000.0,900000000.0,-1556000000.0,-128000000.0,-1340000000.0
Change To Operating Activities,-28000000.0,-28000000.0,60000000.0,-27000000.0,-101000000.0
Issuance Of Stock,3500000000.0,3500000000.0,2000000.0,51000000.0,210000000.0
Net Income,1817000000.0,2602000000.0,-239000000.0,599000000.0,4306000000.0
Change In Cash,290000000.0,-255000000.0,-2177000000.0,1625000000.0,4411000000.0
Repurchase Of Stock,,-8000000.0,-8000000.0,-17000000.0,-517000000.0
Total Cash From Operating Activities,4666000000.0,3863000000.0,1482000000.0,3017000000.0,7715000000.0
Depreciation,1922000000.0,1964000000.0,1632000000.0,1729000000.0,2214000000.0
Other Cashflows From Investing Activities,89000000.0,-4000000.0,-12000000.0,-7000000.0,20000000.0
Dividends Paid,-2000000.0,-218000000.0,-291000000.0,-73000000.0,-331000000.0
Change To Inventory,-169000000.0,-537000000.0,259000000.0,42000000.0,-618000000.0
Change To Account Receivables,427000000.0,649000000.0,119000000.0,132000000.0,-472000000.0
Other Cashflows From Financing Activities,-196000000.0,3203000000.0,59000000.0,104000000.0,-442000000.0
Change To Netincome,130000000.0,-47000000.0,-260000000.0,24000000.0,440000000.0
Capital Expenditures,-1410000000.0,-1971000000.0,-2652000000.0,-1961000000.0,-2115000000.0
Investments,-3043000000.0,-3043000000.0,,,
