,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Change To Liabilities,76000000.0,113000000.0,75000000.0,-42000000.0,314000000.0,-149000000.0,372000000.0,-519000000.0,704000000.0
Total Cashflows From Investing Activities,-480000000.0,-407000000.0,169000000.0,-368000000.0,-465000000.0,-398000000.0,-733000000.0,-714000000.0,-816000000.0
Net Borrowings,-178000000.0,73000000.0,-324000000.0,98000000.0,-117000000.0,-20000000.0,-221000000.0,170000000.0,1503000000.0
Total Cash From Financing Activities,-149000000.0,96000000.0,-248000000.0,225000000.0,-196000000.0,-217000000.0,-1152000000.0,-703000000.0,352000000.0
Change To Operating Activities,85000000.0,-13000000.0,-10000000.0,6000000.0,-18000000.0,-65000000.0,-24000000.0,19000000.0,-118000000.0
Issuance Of Stock,106000000.0,106000000.0,106000000.0,106000000.0,78000000.0,5000000.0,21000000.0,101000000.0,5000000.0
Net Income,53000000.0,329000000.0,708000000.0,718000000.0,1083000000.0,1399000000.0,1106000000.0,1527000000.0,840000000.0
Change In Cash,-138000000.0,926000000.0,1248000000.0,932000000.0,1734000000.0,1350000000.0,395000000.0,274000000.0,1157000000.0
Repurchase Of Stock,-19000000.0,-19000000.0,-19000000.0,-19000000.0,-498000000.0,-498000000.0,-498000000.0,-596000000.0,-644000000.0
Total Cash From Operating Activities,491000000.0,1237000000.0,1327000000.0,1075000000.0,2395000000.0,1965000000.0,2280000000.0,1691000000.0,1621000000.0
Depreciation,329000000.0,391000000.0,668000000.0,419000000.0,462000000.0,549000000.0,784000000.0,489000000.0,507000000.0
Other Cashflows From Investing Activities,-3000000.0,-1000000.0,153000000.0,-3000000.0,-10000000.0,-12000000.0,45000000.0,-2000000.0,-4000000.0
Dividends Paid,,-111000000.0,-111000000.0,-111000000.0,-111000000.0,-109000000.0,-111000000.0,-220000000.0,-218000000.0
Change To Inventory,14000000.0,-109000000.0,-17000000.0,-225000000.0,-74000000.0,-11000000.0,-308000000.0,47000000.0,-87000000.0
Change To Account Receivables,-122000000.0,49000000.0,-361000000.0,-361000000.0,82000000.0,61000000.0,-254000000.0,-222000000.0,536000000.0
Other Cashflows From Financing Activities,29000000.0,23000000.0,76000000.0,40000000.0,-46000000.0,-93000000.0,-343000000.0,-158000000.0,-294000000.0
Change To Netincome,87000000.0,339000000.0,-395000000.0,274000000.0,327000000.0,-163000000.0,2000000.0,486000000.0,174000000.0
Capital Expenditures,-527000000.0,-436000000.0,-388000000.0,-370000000.0,-433000000.0,-541000000.0,-771000000.0,-723000000.0,-863000000.0
