,2020-07-31,2020-10-30,2021-01-29,2021-04-30,2021-07-30,2021-10-29,2022-01-28,2022-04-29
Investments,-909000000.0,-644000000.0,1348000000.0,54000000.0,-997000000.0,879000000.0,292000000.0,23000000.0
Change To Liabilities,2052000000.0,-160000000.0,-1376000000.0,3500000000.0,-1874000000.0,-746000000.0,-1000000.0,2670000000.0
Total Cashflows From Investing Activities,-1272000000.0,-1092000000.0,758000000.0,-477000000.0,-1368000000.0,485000000.0,-286000000.0,-310000000.0
Net Borrowings,-25000000.0,-1046000000.0,-36000000.0,1445000000.0,975000000.0,1957000000.0,-1523000000.0,4191000000.0
Total Cash From Financing Activities,-363000000.0,-2033000000.0,-3887000000.0,-2020000000.0,-2907000000.0,-1464000000.0,-5625000000.0,-386000000.0
Change To Operating Activities,1381000000.0,-611000000.0,-141000000.0,78000000.0,-420000000.0,-209000000.0,-42000000.0,-131000000.0
Issuance Of Stock,79000000.0,19000000.0,50000000.0,9000000.0,54000000.0,9000000.0,60000000.0,1000000.0
Net Income,2828000000.0,692000000.0,978000000.0,2321000000.0,3018000000.0,1896000000.0,1207000000.0,2333000000.0
Change In Cash,5686000000.0,-3392000000.0,-3559000000.0,2002000000.0,-1857000000.0,1286000000.0,-4988000000.0,2281000000.0
Repurchase Of Stock,-562000000.0,-562000000.0,-3443000000.0,-3038000000.0,-3136000000.0,-2825000000.0,-4013000000.0,-4037000000.0
Total Cash From Operating Activities,7302000000.0,-267000000.0,-436000000.0,4492000000.0,2421000000.0,2266000000.0,934000000.0,2977000000.0
Depreciation,374000000.0,405000000.0,441000000.0,443000000.0,464000000.0,481000000.0,494000000.0,503000000.0
Dividends Paid,-416000000.0,-416000000.0,-452000000.0,-440000000.0,-430000000.0,-563000000.0,-551000000.0,-537000000.0
Change To Inventory,509000000.0,-1871000000.0,-422000000.0,-2123000000.0,1027000000.0,650000000.0,-967000000.0,-2646000000.0
Other Cashflows From Financing Activities,-1000000.0,-28000000.0,-6000000.0,4000000.0,-370000000.0,-42000000.0,402000000.0,-4000000.0
Change To Netincome,158000000.0,1278000000.0,84000000.0,273000000.0,205000000.0,195000000.0,243000000.0,248000000.0
Capital Expenditures,-382000000.0,-462000000.0,-619000000.0,-461000000.0,-385000000.0,-410000000.0,-597000000.0,-343000000.0
Effect Of Exchange Rate,19000000.0,6000000.0,6000000.0,7000000.0,-3000000.0,-1000000.0,-11000000.0,
Other Cashflows From Investing Activities,-2000000.0,-1000000.0,-1000000.0,-134000000.0,,,,
