,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,4069000000.0,12879000000.0,11972000000.0,11327000000.0,10520000000.0
Capital Surplus,7295000000.0,10647000000.0,10747000000.0,10809000000.0,11086000000.0
Total Liab,17532000000.0,22033000000.0,21769000000.0,21704000000.0,21031000000.0
Total Stockholder Equity,4610000000.0,8386000000.0,9891000000.0,10464000000.0,11599000000.0
Minority Interest,413000000.0,2131000000.0,2075000000.0,1919000000.0,1797000000.0
Other Current Liab,507000000.0,633000000.0,945000000.0,1085000000.0,1250000000.0
Total Assets,22555000000.0,32550000000.0,33735000000.0,34087000000.0,34427000000.0
Common Stock,5000000.0,7000000.0,7000000.0,7000000.0,7000000.0
Other Current Assets,419000000.0,355000000.0,682000000.0,871000000.0,329000000.0
Retained Earnings,4632000000.0,5254000000.0,7333000000.0,8543000000.0,9580000000.0
Other Liab,906000000.0,2861000000.0,2896000000.0,2688000000.0,2383000000.0
Good Will,7073000000.0,13006000000.0,13050000000.0,13070000000.0,12912000000.0
Treasury Stock,-7322000000.0,-7522000000.0,-8196000000.0,-8895000000.0,-9074000000.0
Other Assets,199000000.0,221000000.0,937000000.0,914000000.0,1084000000.0
Cash,7309000000.0,986000000.0,1552000000.0,2091000000.0,3905000000.0
Total Current Liabilities,1871000000.0,3997000000.0,3239000000.0,3082000000.0,3459000000.0
Deferred Long Term Asset Charges,64000000.0,81000000.0,475000000.0,597000000.0,755000000.0
Short Long Term Debt,30000000.0,1819000000.0,609000000.0,335000000.0,339000000.0
Other Stockholder Equity,-585000000.0,-785000000.0,-822000000.0,-651000000.0,-830000000.0
Property Plant Equipment,511000000.0,664000000.0,1388000000.0,1533000000.0,1500000000.0
Total Current Assets,9991000000.0,4231000000.0,5217000000.0,6130000000.0,7264000000.0
Long Term Investments,712000000.0,1549000000.0,1171000000.0,1113000000.0,1147000000.0
Net Tangible Assets,-6532000000.0,-17499000000.0,-15131000000.0,-13933000000.0,-11833000000.0
Short Term Investments,182000000.0,13000000.0,,32000000.0,40000000.0
Net Receivables,1838000000.0,2620000000.0,2633000000.0,2537000000.0,2466000000.0
Long Term Debt,14755000000.0,14974000000.0,14810000000.0,15158000000.0,14425000000.0
Accounts Payable,277000000.0,325000000.0,463000000.0,397000000.0,412000000.0
