,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-367000000.0,-61000000.0,-129000000.0,-362000000.0,312000000.0
Change To Liabilities,265000000.0,-74000000.0,122000000.0,-131000000.0,185000000.0
Total Cashflows From Investing Activities,-633000000.0,-8593000000.0,-438000000.0,-703000000.0,-56000000.0
Net Borrowings,6632000000.0,-216000000.0,-1404000000.0,-214000000.0,-574000000.0
Total Cash From Financing Activities,5951000000.0,-283000000.0,-2357000000.0,-1549000000.0,-853000000.0
Change To Operating Activities,-1922000000.0,-2762000000.0,-3088000000.0,-3073000000.0,-3469000000.0
Net Income,-337000000.0,594000000.0,2069000000.0,1219000000.0,1006000000.0
Change In Cash,7009000000.0,-6323000000.0,566000000.0,570000000.0,1783000000.0
Effect Of Exchange Rate,62000000.0,-23000000.0,-38000000.0,83000000.0,-106000000.0
Total Cash From Operating Activities,1629000000.0,2576000000.0,3399000000.0,2739000000.0,2798000000.0
Depreciation,330000000.0,1398000000.0,1347000000.0,1359000000.0,1582000000.0
Other Cashflows From Investing Activities,-100000000.0,73000000.0,53000000.0,100000000.0,7000000.0
Change To Account Receivables,-258000000.0,-84000000.0,-7000000.0,105000000.0,47000000.0
Other Cashflows From Financing Activities,-94000000.0,-67000000.0,-320000000.0,-366000000.0,-279000000.0
Change To Netincome,1653000000.0,646000000.0,170000000.0,352000000.0,-49000000.0
Capital Expenditures,-135000000.0,-147000000.0,-289000000.0,-402000000.0,-373000000.0
Repurchase Of Stock,-603000000.0,-633000000.0,-633000000.0,-969000000.0,
Issuance Of Stock,16000000.0,,,,
