,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,76000000.0,-40000000.0,-100000000.0,-61000000.0,-95000000.0,117000000.0,-16000000.0,2000000.0,-15000000.0
Change To Liabilities,20000000.0,-63000000.0,171000000.0,-15000000.0,-77000000.0,18000000.0,174000000.0,-56000000.0,-54000000.0
Total Cashflows From Investing Activities,-119000000.0,-199000000.0,-1054000000.0,-3560000000.0,-1142000000.0,-132000000.0,-438000000.0,-287000000.0,-525000000.0
Total Cash From Financing Activities,-409000000.0,-2468000000.0,-1375000000.0,-606000000.0,-2195000000.0,-2137000000.0,-1617000000.0,-2154000000.0,-2821000000.0
Change To Operating Activities,7000000.0,-627000000.0,494000000.0,-824000000.0,-690000000.0,-281000000.0,925000000.0,-1602000000.0,-66000000.0
Issuance Of Stock,34000000.0,23000000.0,9000000.0,23000000.0,21000000.0,11000000.0,6000000.0,28000000.0,40000000.0
Net Income,1420000000.0,1513000000.0,1785000000.0,1828000000.0,2066000000.0,2414000000.0,2379000000.0,2631000000.0,2275000000.0
Change In Cash,969000000.0,-898000000.0,15000000.0,-2804000000.0,-992000000.0,218000000.0,1061000000.0,-687000000.0,-1063000000.0
Repurchase Of Stock,-10000000.0,-2064000000.0,-1035000000.0,-1477000000.0,-1715000000.0,-1566000000.0,-1279000000.0,-2540000000.0,-2384000000.0
Effect Of Exchange Rate,39000000.0,115000000.0,191000000.0,-101000000.0,77000000.0,-56000000.0,-73000000.0,-28000000.0,-174000000.0
Total Cash From Operating Activities,1458000000.0,1654000000.0,2253000000.0,1463000000.0,2268000000.0,2543000000.0,3189000000.0,1782000000.0,2457000000.0
Depreciation,145000000.0,141000000.0,273000000.0,163000000.0,186000000.0,188000000.0,311000000.0,192000000.0,189000000.0
Other Cashflows From Investing Activities,171000000.0,6000000.0,3000000.0,9000000.0,-18000000.0,-3000000.0,45000000.0,5000000.0,-10000000.0
Dividends Paid,-401000000.0,-402000000.0,-399000000.0,-439000000.0,-434000000.0,-434000000.0,-434000000.0,-479000000.0,-477000000.0
Change To Account Receivables,-316000000.0,218000000.0,-528000000.0,-42000000.0,653000000.0,-618000000.0,-618000000.0,352000000.0,-354000000.0
Change To Netincome,-49000000.0,191000000.0,-226000000.0,15000000.0,-183000000.0,-140000000.0,-219000000.0,-165000000.0,85000000.0
Capital Expenditures,-70000000.0,-79000000.0,-59000000.0,-65000000.0,-81000000.0,-139000000.0,-122000000.0,-146000000.0,-55000000.0
Net Borrowings,1282000000.0,1282000000.0,1282000000.0,1282000000.0,92000000.0,92000000.0,92000000.0,843000000.0,
Other Cashflows From Financing Activities,-32000000.0,-25000000.0,50000000.0,5000000.0,-67000000.0,-148000000.0,-2000000.0,-6000000.0,
