,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Investments,-431698000.0,-1145837000.0,-2053482000.0,-507732000.0,-737254000.0
Change To Liabilities,1000000.0,233160000.0,11145000.0,196631000.0,303446000.0
Total Cashflows From Investing Activities,-370808000.0,-1100285000.0,-1954097000.0,-455521000.0,-677067000.0
Total Cash From Financing Activities,-121803000.0,26161000.0,1136912000.0,-108864000.0,-80800000.0
Change To Operating Activities,633284000.0,577912000.0,672298000.0,438858000.0,123969000.0
Net Income,190880000.0,243057000.0,63602000.0,341862000.0,679982000.0
Change In Cash,104853000.0,16402000.0,-137230000.0,331009000.0,-26315000.0
Repurchase Of Stock,-158000.0,-1158000.0,-610000.0,-36052000.0,-17989000.0
Effect Of Exchange Rate,-1133000.0,4504000.0,-3016000.0,-8972000.0,7956000.0
Total Cash From Operating Activities,598597000.0,1086022000.0,682971000.0,904366000.0,723596000.0
Other Cashflows From Investing Activities,60890000.0,45552000.0,99385000.0,52211000.0,60187000.0
Dividends Paid,-61928000.0,-61905000.0,-61987000.0,-62229000.0,-62045000.0
Change To Account Receivables,-133061000.0,-104553000.0,-29961000.0,-105460000.0,-394187000.0
Other Cashflows From Financing Activities,-9717000.0,-776000.0,92000.0,-10583000.0,-766000.0
Change To Netincome,-133620000.0,-72865000.0,-89685000.0,7567000.0,-41158000.0
Net Borrowings,-50000000.0,90000000.0,1199417000.0,,
