,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,578210000.0,601784000.0,622053000.0,663560000.0,748897000.0,797735000.0,872289000.0,842739000.0,836496000.0
Capital Surplus,2225993000.0,2235378000.0,2245301000.0,2245737000.0,2256390000.0,2266342000.0,2274431000.0,2271890000.0,2283513000.0
Total Liab,19298494000.0,20561735000.0,23062181000.0,23912470000.0,24953267000.0,26627462000.0,28046103000.0,28459153000.0,29054784000.0
Total Stockholder Equity,9286299000.0,9591292000.0,9726176000.0,9682882000.0,10416789000.0,9978635000.0,10139180000.0,9527629000.0,8852866000.0
Other Current Liab,3199262000.0,3454087000.0,3501359000.0,3704189000.0,4059139000.0,4425172000.0,4609634000.0,4571705000.0,4681010000.0
Total Assets,28584793000.0,30153027000.0,32788357000.0,33595352000.0,35370056000.0,36606097000.0,38185283000.0,37986782000.0,37907650000.0
Common Stock,696000.0,696000.0,696000.0,698000.0,698000.0,698000.0,698000.0,700000.0,700000.0
Other Current Assets,1973274000.0,2055525000.0,2135859000.0,2186064000.0,2203270000.0,2385744000.0,2202459000.0,2258638000.0,2275091000.0
Retained Earnings,10384645000.0,10565792000.0,10567452000.0,10847085000.0,11465022000.0,11330097000.0,11699836000.0,11936489000.0,11994137000.0
Other Liab,14930778000.0,15845706000.0,12142914000.0,17857415000.0,18576681000.0,19764114000.0,17618653000.0,20290927000.0,20762577000.0
Treasury Stock,-3325035000.0,-3210574000.0,-3087273000.0,-3410638000.0,-3305321000.0,-3618502000.0,-3835785000.0,-4681450000.0,-5425484000.0
Other Assets,1037170000.0,1097076000.0,1309899000.0,1541978000.0,1667257000.0,1678141000.0,1486826000.0,1709068000.0,1767004000.0
Cash,922479000.0,938881000.0,801651000.0,1132660000.0,1106345000.0,1068441000.0,1440861000.0,1778218000.0,2116049000.0
Total Current Liabilities,3593536000.0,3847122000.0,9172119000.0,4454478000.0,4775824000.0,5262400000.0,7721012000.0,5598280000.0,5721888000.0
Other Stockholder Equity,297137000.0,411598000.0,534899000.0,235079000.0,357178000.0,203733000.0,11523000.0,-832820000.0,-1576854000.0
Total Current Assets,6992527000.0,7359917000.0,7182290000.0,7408439000.0,7634239000.0,8128135000.0,8633081000.0,8738995000.0,8997740000.0
Long Term Investments,19825233000.0,20945044000.0,23524990000.0,23981375000.0,25319663000.0,26002086000.0,27054145000.0,26695980000.0,26306410000.0
Net Tangible Assets,9286299000.0,9591292000.0,9726176000.0,9682882000.0,10416789000.0,9978635000.0,10139180000.0,9527629000.0,8852866000.0
Short Term Investments,853964000.0,1220753000.0,1134950000.0,826769000.0,629943000.0,713144000.0,1178337000.0,823875000.0,300840000.0
Net Receivables,2778604000.0,2688797000.0,2697815000.0,2821340000.0,3199024000.0,3408338000.0,3295979000.0,3381632000.0,3743210000.0
Long Term Debt,620759000.0,710813000.0,1600392000.0,1600577000.0,1600762000.0,1600948000.0,2569574000.0,2569946000.0,2570319000.0
Accounts Payable,381637000.0,380585000.0,5328954000.0,416254000.0,397044000.0,503961000.0,2552014000.0,468732000.0,505214000.0
Property Plant Equipment,151653000.0,149206000.0,149125000.0,,,,138942000.0,,
