,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,72000000.0,-51000000.0,32000000.0,80000000.0,54000000.0
Total Cashflows From Investing Activities,-146000000.0,-166000000.0,-202000000.0,-179000000.0,-226000000.0
Net Borrowings,23000000.0,-101000000.0,-37000000.0,161000000.0,-8000000.0
Total Cash From Financing Activities,-867000000.0,-670000000.0,-1023000000.0,-726000000.0,-1039000000.0
Change To Operating Activities,102000000.0,-11000000.0,-136000000.0,5000000.0,5000000.0
Issuance Of Stock,47000000.0,181000000.0,49000000.0,70000000.0,48000000.0
Net Income,586000000.0,782000000.0,849000000.0,695000000.0,1043000000.0
Change In Cash,53000000.0,211000000.0,-178000000.0,225000000.0,-344000000.0
Repurchase Of Stock,-633000000.0,-437000000.0,-711000000.0,-619000000.0,-725000000.0
Effect Of Exchange Rate,9000000.0,-10000000.0,5000000.0,7000000.0,-16000000.0
Total Cash From Operating Activities,1057000000.0,1057000000.0,1042000000.0,1123000000.0,937000000.0
Depreciation,264000000.0,257000000.0,229000000.0,182000000.0,185000000.0
Dividends Paid,-293000000.0,-302000000.0,-312000000.0,-320000000.0,-357000000.0
Change To Inventory,-5000000.0,-129000000.0,-106000000.0,-158000000.0,-152000000.0
Change To Account Receivables,-103000000.0,-79000000.0,-42000000.0,-121000000.0,-324000000.0
Other Cashflows From Financing Activities,-11000000.0,-11000000.0,-12000000.0,-18000000.0,3000000.0
Change To Netincome,137000000.0,252000000.0,219000000.0,416000000.0,152000000.0
Capital Expenditures,-237000000.0,-239000000.0,-221000000.0,-197000000.0,-255000000.0
Other Cashflows From Investing Activities,6000000.0,-13000000.0,2000000.0,-2000000.0,
Investments,-35000000.0,,,,
