,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,-2736000000.0,-2946000000.0,-2622000000.0,-1459000000.0,-1109000000.0,-1070000000.0,-1746000000.0,-2255000000.0,-2556000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-4106000000.0,-3081000000.0,-3036000000.0,-712000000.0,-806000000.0,-918000000.0,-1131000000.0,-2141000000.0,-4608000000.0
Net Borrowings,-6000000.0,-47000000.0,-47000000.0,-59000000.0,-59000000.0,-59000000.0,-59000000.0,-7000000.0,-43000000.0
Total Cash From Financing Activities,1589000000.0,2105000000.0,1956000000.0,996000000.0,1434000000.0,804000000.0,1086000000.0,736000000.0,2260000000.0
Change To Operating Activities,14000000.0,-314000000.0,-666000000.0,-791000000.0,-500000000.0,72000000.0,-15000000.0,1005000000.0,1669000000.0
Net Income,-94000000.0,398000000.0,143000000.0,225000000.0,642000000.0,318000000.0,220000000.0,104000000.0,238000000.0
Change In Cash,-2001000000.0,-1606000000.0,-887000000.0,-358000000.0,1039000000.0,225000000.0,-2000000.0,-652000000.0,-393000000.0
Repurchase Of Stock,-50000000.0,-50000000.0,-50000000.0,-105000000.0,-150000000.0,-200000000.0,-650000000.0,-400000000.0,-100000000.0
Total Cash From Operating Activities,516000000.0,-630000000.0,193000000.0,-642000000.0,411000000.0,339000000.0,43000000.0,753000000.0,1955000000.0
Depreciation,16000000.0,8000000.0,32000000.0,1000000.0,15000000.0,8000000.0,18000000.0,1000000.0,16000000.0
Other Cashflows From Investing Activities,-1530000000.0,-256000000.0,-243000000.0,1308000000.0,509000000.0,276000000.0,865000000.0,-88000000.0,-1905000000.0
Dividends Paid,-77000000.0,-77000000.0,-78000000.0,-80000000.0,-81000000.0,-80000000.0,-78000000.0,-79000000.0,-78000000.0
Change To Account Receivables,72000000.0,-8000000.0,12000000.0,-167000000.0,70000000.0,-1000000.0,5000000.0,-91000000.0,15000000.0
Other Cashflows From Financing Activities,1672000000.0,2182000000.0,2131000000.0,1174000000.0,1660000000.0,1082000000.0,1867000000.0,1222000000.0,2481000000.0
Change To Netincome,575000000.0,-884000000.0,810000000.0,35000000.0,109000000.0,-90000000.0,-165000000.0,-363000000.0,-107000000.0
Issuance Of Stock,7000000.0,7000000.0,7000000.0,7000000.0,5000000.0,2000000.0,6000000.0,,
